¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚ (401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.011642
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.600492
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.578764
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.55863
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.540066
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.523059
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.507587
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.73188
(401.66, 14.17, 246.00) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.142696
(401.66, 14.17, 246.00) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.92437
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962007
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186346
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429533
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693983
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982542
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291895
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627619
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.465739
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.438882
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.413659
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.390041
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.368005
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.347528
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.328591
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.311171
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.295254
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.280822
€ (401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.26786
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.256357
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.720555
(401.66, 14.17, 246.00) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.232663
(401.66, 14.17, 246.00) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.90173
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957512
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181499
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424263
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688269
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976274
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284752
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619715
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.503452
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.476455
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.451099
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.427358
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.405207
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.384622
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.365584
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.348073
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.33207
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.317562
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.304531
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.292965
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.709445
(401.66, 14.17, 246.00) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.11178
(401.66, 14.17, 246.00) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 10.87955
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.878
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953104
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176704
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419065
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682598
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970098
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277685
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61199
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.543029
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.515884
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.490391
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.46652
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.444247
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.423548
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.404405
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.386796
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.370706
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.356116
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.343012
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.33138
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.698556
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.80121
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.78471
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.77111
÷(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948762
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172016
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413973
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677049
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964021
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270816
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604436
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.584515
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.557217
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.531577
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.507569
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.485169
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.464353
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.445099
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.42739
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.411205
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.39653
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.38335
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.37165
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.687883
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.69842
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.68206
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.66859
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944453
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167352
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408914
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671535
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958007
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264072
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597021
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.627959
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.600498
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.574707
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.550558
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.528023
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.507083
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.487714
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.469898
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.453615
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.43885
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.425589
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.413817
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.677429
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.59989
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.58366
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.5703
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940209
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162795
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403986
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666143
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952147
ú(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25749
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591625
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.673413
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.645782
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.619832
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.595532
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.572859
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.551787
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.532298
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.514369
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.497985
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.483127
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.469782
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.457936
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.667194
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.50548
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.48937
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.47612
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93608
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158286
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399125
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660872
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946345
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251034
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588044
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.720927
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.69312
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.667003
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.642547
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.619726
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.59852
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.578904
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.56086
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.544368
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.529413
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.515979
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.504054
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.657178
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.66946
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.65818
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.64978
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931986
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153881
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394331
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655665
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940663
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244704
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58456
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961526
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.74257
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.716279
÷(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.691659
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.668687
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.647337
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.62759
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.609423
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.59282
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.577763
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.564237
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.552229
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.647383
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.15267
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.14108
(401.66, 14.17, 246.00) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 15.13245
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.86966
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85824
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85147
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.84936
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8519
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927978
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149552
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389604
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650516
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93504
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239958
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581196
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957813
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.794191
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.767719
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.742929
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.719797
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.698298
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.678412
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.660119
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.643399
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.628235
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.614614
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.602519
(401.66, 14.17, 246.00) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.637805
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29576
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88358
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.86283
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.84675
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.83534
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82859
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82648
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82902
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924057
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145296
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384968
(401.66, 14.17, 246.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645484
