¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.996778
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781661
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242314
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749657
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.324343
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.985386
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73374
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42038
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51798
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82441
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.78359
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.78259
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.78468
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.78984
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.79809
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.80944
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62405
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854503
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101784
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376596
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678694
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009829
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371033
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77895
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236289
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741832
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320034
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974042
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7206
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39664
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48984
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79761
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.95061
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.94987
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.95225
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.95774
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.96635
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.97809
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622296
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850745
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099831
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374454
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676334
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00462
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366257
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776206
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229377
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734021
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.316547
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962749
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70752
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37309
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46186
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76388
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.12433
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.12387
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.12656
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.1324
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.14138
(427.25, 14.96, 249.11) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.15353
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620518
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847177
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097855
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372283
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673943
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999414
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363772
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773428
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222479
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727732
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306748
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.951511
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69806
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34964
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43406
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73039
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26534
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.31189
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.31491
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.32112
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.33051
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.3431
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617464
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845345
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095852
ş(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37009
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669477
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994213
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361259
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769015
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215591
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724793
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.296994
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94033
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68347
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32636
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40642
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69711
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24771
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.5003
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.50367
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.51026
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.52008
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.53313
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.99415
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.92899
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614007
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843491
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093827
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367867
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664771
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991881
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358716
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762893
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208721
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721821
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287288
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930618
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66898
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30674
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37902
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66409
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22136
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.69636
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.70011
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.70711
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.71737
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.73092
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.71964
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.75012
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612241
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841616
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091779
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36562
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660071
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989568
ƒ(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356146
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756782
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204977
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716437
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277633
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.927707
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65463
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49454
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35176
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63129
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15834
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.90044
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.90457
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.91201
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.92276
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.93682
(427.25, 14.96, 249.11) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.95421
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.50334
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.84397
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6105
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839721
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089707
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361916
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656918
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987231
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353415
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75069
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202296
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707986
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268031
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91872
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64038
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48425
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3247
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59873
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09592
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.01925
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.02219
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.02846
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.03805
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.05098
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.53185
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.5176
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.50795
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.28364
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60874
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837805
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087614
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35765
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654783
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984868
‡(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347965
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74497
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199593
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69958
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260836
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906486
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62627
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4739
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30486
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56642
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04793
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.22157
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.22488
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.23155
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.24159
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.25501
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.27183
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.62105
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.61135
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.60625
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606962
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835867
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085498
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353708
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652622
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982481
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342528
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742539
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196859
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691221
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258244
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894356
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61228
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46364
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28688
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53436
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00063
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.43214
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.43585
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.44296
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.45348
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.46742
(427.25, 14.96, 249.11) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.4848
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.73006
(427.25, 14.96, 249.11) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.79862
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605165
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833912
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082712
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351727
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650443
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980069
÷(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337109
(427.25, 14.96, 249.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740086
