¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.98252
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.70645
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.69468
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.68618
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.68094
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.67895
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.68022
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.68474
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.69251
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.70355
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.71787
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.73548
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.75639
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839334
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095907
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348351
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620951
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916156
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316206
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767022
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271431
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839428
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45473
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05527
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73144
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45568
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60905
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.45063
Ÿ(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43233
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.41728
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.40544
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.39681
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.39139
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.38917
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.39014
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.3943
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.40167
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.41225
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.42604
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.44307
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.46334
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853404
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092976
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345152
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617533
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912426
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288673
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736309
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.23695
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800494
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42194
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02798
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7006
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46322
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31674
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.17432
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.15608
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14101
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12912
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12038
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.1148
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11236
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11306
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.1169
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12388
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.13402
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14733
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.16381
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.18348
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856221
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090199
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342175
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614292
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908933
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261248
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70574
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202633
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759212
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37444
¢(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00107
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67024
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42865
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76158
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.91016
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.89197
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87691
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86497
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85614
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85041
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.84776
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.84821
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85175
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85838
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86811
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.88096
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.89692
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.91603
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853788
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087576
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339402
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611286
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905675
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233939
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67528
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16853
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717615
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32731
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97454
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64032
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39463
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6787
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65747
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63934
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.62429
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61231
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.6034
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59752
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.5947
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59491
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59817
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60447
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61382
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.62623
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.64171
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.66028
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851543
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085165
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336792
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608479
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902609
 (346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222101
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644994
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134558
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676381
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28059
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94842
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61086
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00973
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.43672
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.4156
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.39753
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3825
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3705
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3615
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.35551
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.35252
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.35252
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.35551
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3615
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.37049
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38249
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.39751
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.41558
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849465
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08297
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334405
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605869
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899843
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219079
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614848
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100767
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63545
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23424
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9147
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58182
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74239
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.20498
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18397
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.16598
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.15097
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13895
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12989
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12378
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12063
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12043
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12318
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12888
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13753
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.14915
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.16374
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18133
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847572
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080883
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332179
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603473
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897246
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216271
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584827
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067159
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59484
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18829
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86228
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55329
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40926
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.98295
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96206
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94413
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92916
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91712
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.908
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9018
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8985
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89812
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90063
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90606
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91439
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92565
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93984
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95697
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845843
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079029
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330174
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601333
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894884
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213718
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561127
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032533
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554571
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14278
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81038
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52518
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69206
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77012
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.74934
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.73149
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71655
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7045
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69533
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68904
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68561
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68505
(346.96, 6.86, 369.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68735
