¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671751
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17347
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63179
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298911
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498829
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714964
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949992
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175923
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412176
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672134
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957121
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269632
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605656
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983649
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445345
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898234
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.324833
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790347
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30471
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75153
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24114
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98516
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47328
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21577
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15967
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55022
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54925
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05299
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42527
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297385
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49718
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713175
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948044
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177336
š(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412764
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672771
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957759
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270329
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60795
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983603
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445292
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.91175
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.340767
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807954
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33097
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78017
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27251
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97196
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40988
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11852
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12645
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54088
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53165
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9212
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12757
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295909
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495589
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711448
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946163
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179001
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413582
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673662
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958664
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271323
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610619
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983806
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.445519
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.925947
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.357508
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826455
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35852
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81023
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30543
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95974
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34883
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02462
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71607
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53495
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51937
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78629
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98207
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9659
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294485
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494057
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709785
Ÿ(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944353
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180919
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414636
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674806
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959839
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27261
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613657
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984263
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446033
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940831
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375064
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.84586
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37763
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84171
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33993
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42067
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26848
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93402
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61628
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53251
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60375
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65703
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86684
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73885
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29311
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.492582
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708184
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942609
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18309
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41592
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676204
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961283
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274192
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617066
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98497
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446826
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956402
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393437
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866174
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3947
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87464
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37602
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32205
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15587
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84664
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52004
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53347
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72163
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53336
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7573
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63735
›(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.291789
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.491165
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706648
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940937
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185072
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417441
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677856
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962997
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27607
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620175
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98593
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447906
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968466
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412636
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887403
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41475
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90904
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41373
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22628
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04663
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73509
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42734
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53794
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81395
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49014
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61578
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54161
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.290518
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4898
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705173
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939333
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186831
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419194
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67976
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964977
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27824
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622564
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989062
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449265
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970001
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432663
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909555
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43938
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94492
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69869
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13332
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92997
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38585
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33806
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54583
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91109
¡(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59343
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4793
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45078
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289299
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488481
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703765
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937799
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188804
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421337
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681921
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967228
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280707
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625279
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994047
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.45091
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97186
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.453528
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932639
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46505
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9823
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65676
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05504
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80301
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2497
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25209
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69732
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01313
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70199
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34891
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3094
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288133
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487219
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702419
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936333
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190988
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424779
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684332
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969748
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283468
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628318
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.999442
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.452834
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974035
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475235
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.956658
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49177
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26641
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61671
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01215
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68048
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11838
¬(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85291
(325.76, 7.16, 333.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92564
