¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90542
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10665
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58644
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39162
(442.51, 14.59, 257.83) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 20.45329
(442.51, 14.59, 257.83) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 20.52903
(442.51, 14.59, 257.83) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 20.60936
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499664
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704785
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927001
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168484
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430182
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706521
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009107
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349376
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723043
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141745
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614862
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144953
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708605
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35177
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08766
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97714
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85529
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15375
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64335
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4617
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73065
(442.51, 14.59, 257.83) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 21.0513
(442.51, 14.59, 257.83) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 21.13615
Ğ(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506764
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712462
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93533
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177546
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439415
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716606
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020167
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362588
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737686
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159394
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63436
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164493
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730689
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3778
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12073
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01609
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04228
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20202
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70164
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53357
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82137
(442.51, 14.59, 257.83) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 21.7122
(442.51, 14.59, 257.83) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 21.72038
(442.51, 14.59, 257.83) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 21.86885
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513943
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720228
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943752
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186712
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448803
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726862
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031415
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375998
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752548
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176994
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654132
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184421
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753219
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40435
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15461
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05547
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08614
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25139
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76135
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6072
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91447
(442.51, 14.59, 257.83) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.51011
(442.51, 14.59, 257.83) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.66568
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521201
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728078
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952269
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195982
½(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458342
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737286
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04285
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389602
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767631
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194827
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674172
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.204739
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776194
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43143
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18907
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09416
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13102
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38379
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82248
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68262
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00994
(442.51, 14.59, 257.83) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 23.309
(442.51, 14.59, 257.83) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 23.94036
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528534
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736012
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960877
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205352
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468033
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747875
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055624
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403401
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782933
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212894
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694479
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225443
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799616
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45902
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2241
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13276
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17841
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43445
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88504
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75992
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09869
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77417
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.535946
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74403
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96958
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214825
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477876
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758634
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068765
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417396
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798455
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231195
¯(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715055
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246538
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82437
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48714
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25971
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17209
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22668
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4862
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95173
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83907
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1822
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88277
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543431
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752131
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978371
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224396
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487869
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769558
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082048
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431583
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814194
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249728
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735899
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268025
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.850466
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51579
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2959
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21214
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27583
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53905
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01335
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92008
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26811
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99485
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550992
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760313
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987252
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234067
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498011
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780646
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095472
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445964
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83015
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268493
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757006
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2899
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.876986
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54496
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33268
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25292
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32587
«(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.593
(442.51, 14.59, 257.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07635
