¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633877
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5825
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40332
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10202
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32683
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86704
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57792
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280084
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557097
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851773
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174015
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507089
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836175
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202322
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608795
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051994
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550493
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.174
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72772
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31138
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9806
Ÿ(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56013
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19546
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4494
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1722
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99889
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37151
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98645
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56807
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266689
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542459
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837145
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158025
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498219
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826385
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191555
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596507
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042031
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529779
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15042
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73638
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32103
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98111
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59309
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23191
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31986
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03155
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89916
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68306
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08537
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56264
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253245
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527773
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8225
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142026
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489478
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816743
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180951
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584391
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032306
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511241
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12697
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74302
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3313
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98702
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62734
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26981
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19388
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89561
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53139
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54192
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08436
š(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56157
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239757
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513043
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807838
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126018
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475746
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807247
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17051
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572448
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019939
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500681
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10364
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74942
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3422
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99924
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66289
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54416
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07133
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76419
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23676
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34165
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07717
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56493
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226227
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498275
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793169
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109955
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458047
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798948
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160233
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560674
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006864
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.490387
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08044
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7563
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35372
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01217
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69978
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49937
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95504
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63721
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10133
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91993
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01646
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54888
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212661
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48347
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778489
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093804
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440353
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792663
›(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15012
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549078
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993981
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480354
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05738
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75306
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36586
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02579
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.738
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45662
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90925
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51445
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97055
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52101
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67331
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49005
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19906
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468633
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763691
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077654
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422665
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786277
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140172
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537657
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.981297
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.470587
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03445
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72678
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37863
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04013
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04879
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43935
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8656
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39585
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84418
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32441
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33668
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43582
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99207
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185431
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453768
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747365
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061506
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404991
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777407
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13039
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526677
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968809
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461084
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01166
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70067
¬(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39203
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05517
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03747
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42735
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84403
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28118
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72213
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19426
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91998
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83627
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94006
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171775
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43888
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731015
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045366
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387329
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765028
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120777
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516066
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956519
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447855
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.989009
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67473
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40607
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07093
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02783
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41714
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83318
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21686
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60427
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06856
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56648
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52061
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89275
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158094
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42395
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714646
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029234
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369688
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745458
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11281
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50564
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944429
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434356
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969408
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64896
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41792
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08739
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01989
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40868
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82419
·(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18386
(338.63, 7.48, 336.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55
