¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(403.23, 14.96, 308.65) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.61053
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.30795
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.32745
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.35372
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.38422
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.43283
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.54233
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054801
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287088
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539263
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800586
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107617
Â(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44427
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812062
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219812
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6577
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082874
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553971
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15186
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96965
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46733
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64096
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90739
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01418
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27574
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61868
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34262
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.76903
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.24683
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.20385
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.22356
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.24955
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.28268
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.35133
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.44734
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05035
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28227
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534031
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799901
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106859
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440366
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807775
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215034
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660436
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085916
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557329
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16645
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96651
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61393
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68678
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96229
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.114
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37427
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74686
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53028
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.6209
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.19704
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.1672
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.18287
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.21082
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.24822
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.31633
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.40765
¾(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045991
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277564
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528857
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799212
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10384
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436552
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803518
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210312
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663504
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089306
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561062
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18125
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96268
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65314
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73308
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01775
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21827
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47369
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87621
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72069
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.62693
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.59339
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.56415
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.57648
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.5976
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.62299
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.65267
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 21.68666
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041668
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272838
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523778
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797755
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100407
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432759
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799381
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205685
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658442
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093023
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573222
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19622
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95814
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69273
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77983
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0738
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32715
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57549
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00831
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91381
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.63027
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.51663
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.43795
ı(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.37335
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.42038
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.48471
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.55383
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 22.62779
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03737
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268208
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518767
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794676
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097009
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429039
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795232
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 8.085474
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653333
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097078
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586546
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21138
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96275
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73268
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82703
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13044
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44092
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67856
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14656
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.54804
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.53644
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.51011
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.55988
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.48594
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.41702
(403.23, 14.96, 308.65) (441.30, 8.86, 305.20) (7.78, 2.99, 7.32) Truck 23.35303
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033143
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263619
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515449
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791609
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093657
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425365
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791175
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 8.060584
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 8.111506
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 8.08405
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 8.058347
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 8.034367
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 7.971355
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 7.950855
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 7.932004
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 7.914782
(403.23, 14.96, 308.65) (426.17, 13.74, 302.34) (8.74, 12.53, 18.42) Truck 7.939533
(403.23, 14.96, 308.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78262
