¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(429.75, 15.02, 249.38) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 11.76789
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06363
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77316
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49426
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3345
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3659
·(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58369
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88067
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17087
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46018
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47377
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549254
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829337
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138681
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478925
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854836
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27221
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738248
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21876
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762101
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36329
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04563
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7323
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44812
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27274
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25194
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39773
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74608
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04967
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19327
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9732
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547778
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827193
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136337
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476333
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85195
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269021
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734644
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203887
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743572
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34753
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02769
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69213
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40279
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21313
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14056
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2164
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61448
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93155
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71056
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11058
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546266
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824947
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133868
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473601
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848931
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265668
·(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729408
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189113
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72509
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33183
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00979
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65262
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35824
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15759
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0317
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03951
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48584
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81651
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53289
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83001
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34023
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544695
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822633
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13131
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470782
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845827
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262186
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716223
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174442
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706615
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31618
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99064
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61384
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31449
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10787
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92534
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86691
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02955
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70444
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36158
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75211
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88899
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543111
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82018
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128666
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467877
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842594
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25857
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703141
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159872
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68815
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29615
(429.75, 15.02, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95659
