¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.856586
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.433869
ï(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.622622
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.608628
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.596164
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.261596
(414.09, 14.37, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.09339
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.08656
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.75317
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.531159
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727004
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938414
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16731
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415842
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686621
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982667
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30763
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66589
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054367
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47508
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.427458
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.401846
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.377844
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.355427
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.334571
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.315255
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.297459
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.434187
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.618415
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.604434
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.59198
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.418128
(414.09, 14.37, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.87
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.42941
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.44232
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528479
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724117
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935296
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163926
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412174
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682595
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978266
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302795
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660553
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.425
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.396316
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.369284
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.343874
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.320063
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.352801
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.331954
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.312647
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.29486
ÿ(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.435019
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.615705
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.601731
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.589283
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.581703
(414.09, 14.37, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.77073
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.78926
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.77265
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525887
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721346
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932306
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160691
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408619
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678736
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974048
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298154
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.454164
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.423803
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.395125
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.368099
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.342695
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.318887
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.296652
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.330779
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.311475
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.293692
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.436368
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.614487
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.600517
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.64994
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.695783
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.428169
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.419339
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.412166
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524723
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.718661
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92944
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157554
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405246
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67505
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969991
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293715
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.454435
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.424074
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.395392
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.368365
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.34296
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.319152
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.296916
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.331042
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.311739
ô(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.293954
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.438231
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.614762
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.60079
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.70716
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.69606
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98367
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.65583
(414.09, 14.37, 246.86) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 19.54673
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524096
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717999
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927159
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15459
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402011
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671527
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966148
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289464
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.456179
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.425808
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.39712
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.370084
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.344672
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.320858
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.298615
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.294013
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.313439
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.295648
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.440613
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.616528
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.602551
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.928257
(414.09, 14.37, 246.86) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 17.99871
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98716
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56519
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5236
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717442
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926589
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152848
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398934
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668166
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962455
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285419
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.459396
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.429011
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.400307
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.373258
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.347833
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.324005
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.30175
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.30242
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.316576
ú(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.298775
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.44351
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.619787
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.605802
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.076309
(414.09, 14.37, 246.86) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 19.08032
(414.09, 14.37, 246.86) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.79066
(414.09, 14.37, 246.86) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.10679
(414.09, 14.37, 246.86) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 18.79737
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523171
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716991
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926105
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152343
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397848
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665097
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958952
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281577
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.464092
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.433684
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.40496
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.377888
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.352444
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.328597
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.306325
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.340488
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.321153
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.303337
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.446925
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.624543
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.610545
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.084615
(414.09, 14.37, 246.86) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.30445
(414.09, 14.37, 246.86) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.27225
(414.09, 14.37, 246.86) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 17.6307
(414.09, 14.37, 246.86) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 17.62164
(414.09, 14.37, 246.86) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.5017
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522907
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7167
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925788
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151981
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397451
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664243
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95565
(414.09, 14.37, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27793
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.470272
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.439833
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.411079
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.383981
(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.358511
