¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316006
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58451
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38775
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4753
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91651
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.39001
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584042
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793737
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025867
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28089
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559785
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862562
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198289
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570107
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973576
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424026
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929483
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500071
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1422
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08693
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48895
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51439
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62897
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11124
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54429
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34096
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41277
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82956
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 10.06851
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 10.06114
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 10.05574
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385684
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579376
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78869
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019723
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274186
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552443
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855057
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189939
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560843
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964261
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.413597
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918166
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.48787
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7802
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54176
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46994
è(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49279
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62999
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92479
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56779
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29602
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35277
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.74479
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.969149
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.961932
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.956664
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381455
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574814
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783757
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013677
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267589
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54522
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847923
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18174
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551742
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955162
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403414
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907122
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11528
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76686
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52597
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45146
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.472
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60653
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89696
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44126
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25291
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29023
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.66285
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.873634
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.866563
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.861425
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377323
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570359
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778938
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007739
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261103
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538117
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840947
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173693
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542814
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946282
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393475
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504748
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10398
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.754
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5106
„(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43349
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45193
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58408
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87037
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40923
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62934
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22804
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.58437
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.781822
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.774891
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.769874
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373289
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566009
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774235
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001988
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254725
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531133
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834127
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165794
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534052
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.937617
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957333
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49469
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09308
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74165
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49567
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41602
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4326
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56271
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84504
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37869
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.188
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1685
(415.91, 14.45, 247.01) (386.11, 8.06, 260.95) (0.81, 2.16, 0.81) Human 19.1826
(415.91, 14.45, 247.01) (386.11, 8.06, 260.95) (0.81, 2.16, 0.81) Human 19.14651
(415.91, 14.45, 247.01) (386.11, 8.06, 260.95) (0.81, 2.16, 0.81) Human 19.11585
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.693572
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.686773
(415.91, 14.45, 247.01) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.681873
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369354
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561766
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769646
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996344
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248457
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524272
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826955
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158049
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525461
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471367
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948696
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484966
§(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07866
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72978
(415.91, 14.45, 247.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48116
