¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09969
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.14796
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.16756
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898735
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135457
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393271
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67506
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984259
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324992
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702255
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122159
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592258
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122003
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.723384
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41183
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20754
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1375
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23857
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56245
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18405
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21605
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.36984
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.31783
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.29436
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.29655
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.18227
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.26759
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.2782
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.29463
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.31505
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.33948
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901577
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138546
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396642
»(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67875
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988317
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329474
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707232
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127713
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598494
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129058
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731422
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42107
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21828
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15013
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25362
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58071
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20666
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24474
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42609
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29273
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.49767
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.43029
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.05799
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.47356
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.48048
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.49725
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.51806
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.54428
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904416
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141634
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40001
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68244
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992374
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333956
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712207
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133265
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604732
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13611
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739464
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43032
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22902
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16276
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2687
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.599
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22929
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27348
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77964
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.77392
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.66122
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.62153
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.11088
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.68776
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.69353
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.70804
œ(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.73031
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.75929
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907255
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144721
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403378
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686128
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996431
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338436
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717181
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138819
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61097
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143164
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747506
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43957
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23977
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17541
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28378
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6173
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25195
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30226
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78858
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58227
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.9377
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.88728
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.03079
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.96156
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.96113
(375.65, 7.26, 353.35) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.99354
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910091
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147804
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406743
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689814
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000484
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342915
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722152
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144369
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617203
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150218
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755546
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44882
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25053
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18806
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29887
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63561
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27464
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33108
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.79844
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73376
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912924
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150886
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410105
î(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693496
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004533
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347389
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727119
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.149915
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623435
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.157268
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763584
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45807
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26128
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20071
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31397
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65393
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29734
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35994
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.80919
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88987
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915756
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153964
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413465
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697176
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008582
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351861
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732084
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155458
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629663
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164313
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77162
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46731
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27203
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21336
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32907
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67227
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32006
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38882
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.82087
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18581
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91858
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157037
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416819
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70085
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012622
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356325
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737043
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160995
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635884
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171354
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77965
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47656
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28277
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.226
é(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34417
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6906
(375.65, 7.26, 353.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34278
