¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480248
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588295
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787313
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002237
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234992
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487881
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763511
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065037
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396209
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.503108
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.477201
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.452922
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.430245
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.409143
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.389599
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.371591
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.3551
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.340112
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.326609
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.314579
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.30401
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.294891
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.155685
(378.35, 14.93, 275.79) (377.95, 7.54, 250.51) (1.36, 1.29, 1.33) Tools 10.40696
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.21542
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.20356
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.19371
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.18587
ú(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.18002
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593948
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793405
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008842
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242172
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495686
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772004
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07433
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406432
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.454741
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.41897
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.384975
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.356857
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.335978
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.316639
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.29882
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.282506
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.267678
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.254321
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.242422
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.231971
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.222955
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.204317
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.06943
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.2858
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.27379
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.26382
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.25586
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.24991
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59973
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799625
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015554
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249455
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503605
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780665
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083853
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416882
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778895
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.574868
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.539919
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.506745
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.475312
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.445588
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.41754
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.391138
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.366354
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.343163
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.321539
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.301462
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.28291
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.254221
ö(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.79775
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.35918
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.34703
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.33692
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.32884
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.32279
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605604
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806004
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02243
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256922
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511694
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789512
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09353
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427539
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791961
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.73904
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.703071
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.668924
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.63656
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.605947
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.577047
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.549833
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.524275
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.500346
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.478024
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.457283
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.438103
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.305427
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.710632
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.43568
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.42338
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.41312
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.40491
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.39875
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611481
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812456
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02942
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264499
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519958
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798512
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103392
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438409
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80525
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.912099
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.875048
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.839863
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.806507
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.77494
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.745135
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.717053
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.69067
ö(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.665955
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.642885
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.621433
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.601578
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.357959
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.78257
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.51539
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.50291
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.49251
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.48417
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.47789
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616842
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819057
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036566
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272228
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528359
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80769
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113458
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449483
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818874
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217034
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.056522
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.020229
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.98581
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.953229
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.922452
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.893445
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.866179
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.840622
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.816748
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.794538
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.773964
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.411847
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.856525
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.59841
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.58576
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.5752
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.56672
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.56031
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62228
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825788
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043823
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280114
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536943
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817069
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123706
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460797
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832737
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232438
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.248242
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.210763
ù(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.17521
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.141544
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.109728
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.079729
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.051514
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.025056
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.000324
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.977297
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.955945
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.101355
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.93255
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.68485
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.67202
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.6613
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.65267
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.64613
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6278
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832589
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051219
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288134
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545648
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826573
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134154
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472274
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84567
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257408
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.451038
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.412289
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.37552
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.340688
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.307757
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.276693
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.247462
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.220036
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.194383
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.170476
(378.35, 14.93, 275.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.148292
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.178144
(378.35, 14.93, 275.79) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.0107
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.77484
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.76181
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.75092
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.74214
(378.35, 14.93, 275.79) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.73546
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633399
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839562
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058738
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296263
(378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554544
