¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491853
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2911
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09593
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5111
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51742
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60131
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53757
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06228
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333459
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558174
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801077
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09495
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386834
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663263
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956087
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268484
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633272
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963047
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287064
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698195
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33428
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88844
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61724
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30474
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09354
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50648
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60006
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74098
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73933
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07273
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331758
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55634
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80072
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094559
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387887
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664402
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956939
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269406
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632977
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963165
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285571
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692357
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31847
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88321
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63273
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31933
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09139
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50102
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6858
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80313
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92207
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08662
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330176
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554636
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800382
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09419
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389234
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665857
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958173
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270746
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633052
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964008
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286479
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6872
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30293
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87837
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64917
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33486
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09692
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49475
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79684
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77814
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0985
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06456
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328714
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553061
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800063
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09384
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390873
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667629
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959794
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272504
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633496
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965579
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28817
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.682724
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28769
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87391
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65844
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35135
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12969
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49193
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80408
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75593
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27945
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02055
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327374
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551616
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799762
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093509
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392807
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669718
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9618
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274678
‰(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634314
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967875
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290641
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678925
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27272
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87277
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65375
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3688
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16388
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5325
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78024
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73638
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39789
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98021
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326155
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550302
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799479
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093201
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395035
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672126
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964194
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277273
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635503
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970898
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.293897
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.675808
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25803
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87959
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64951
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38721
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19631
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13947
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7208
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71954
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28173
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94354
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325055
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549118
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799215
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092914
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397555
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674851
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966971
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280286
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637065
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974648
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297934
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673364
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24363
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88721
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64571
˜(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40658
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21834
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14152
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66373
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70536
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16934
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91044
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324077
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548064
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79897
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092645
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40037
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677892
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.970138
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.283716
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638996
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979129
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302756
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671598
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22951
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89565
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64235
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42693
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24149
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14247
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.609
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77015
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06072
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88097
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32322
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54714
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798746
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092399
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403479
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681252
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973689
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287568
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641303
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.984337
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308367
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670511
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21568
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90491
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63945
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44825
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26574
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14233
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55661
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97305
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95576
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85508
Š(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322483
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546346
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798538
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092172
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40688
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684929
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977628
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291839
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64398
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990279
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314764
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670098
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20212
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91499
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63698
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47055
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29113
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14105
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50648
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91974
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85438
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92683
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321867
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545684
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79835
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091967
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410578
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688926
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981954
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29653
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64703
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996955
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321952
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673267
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18886
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91129
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63497
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49385
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80495
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13866
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45867
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84629
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76322
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04097
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321373
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54515
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79818
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091783
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413399
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69324
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986668
“(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301641
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650454
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004364
