¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.92683
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.9889
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.40252
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.45807
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.6814
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.24103
(331.09, 7.34, 370.74) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 19.29709
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524785
Û(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786878
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.962421
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.791429
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.636129
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.609204
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.583775
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.559813
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.558834
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.612103
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.667555
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.725268
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.88035
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.101936
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.26563
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.58577
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.2237
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.97435
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.47455
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524709
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786805
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072269
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.900198
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.733967
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.684784
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.659067
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.634835
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.620748
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.675241
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.731961
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.790987
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.928048
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.152893
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.55846
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.78011
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.43616
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.28126
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.71699
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125467
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78671
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072153
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.014481
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.843247
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.763448
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.737431
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.712917
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.689881
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.740685
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.798735
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.859141
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.977192
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.20542
Ä(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.86877
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.10328
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.65734
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.60307
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.96879
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12613
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786631
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072046
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.134636
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.958064
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.845334
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.819005
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.794199
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.770888
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.808527
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.867971
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.929824
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.027817
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.25956
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.19807
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.44664
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.88775
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.94077
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.23042
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126789
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37338
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071932
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.261043
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.078766
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.930592
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.90394
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.878829
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.85523
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.878858
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.939762
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.003132
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.079966
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.315357
(331.09, 7.34, 370.74) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.989973
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.81205
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.12792
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.95797
(331.09, 7.34, 370.74) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.58205
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92643
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12744
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374089
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071805
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388882
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.20575
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.028071
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.992397
¼(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.966966
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.943071
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.951773
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.014213
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.079177
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.146762
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.372856
(331.09, 7.34, 370.74) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.11696
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.20161
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.49767
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.24197
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30892
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82739
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128086
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37479
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643541
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390751
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.339442
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.155727
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.084548
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.058788
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.03458
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.02738
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.09143
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.158068
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.227392
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.43211
(331.09, 7.34, 370.74) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.24825
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.61771
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 13.93378
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.53915
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21895
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73266
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128724
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375485
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6443
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39263
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.480308
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.290126
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.180578
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.154472
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.129941
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.106959
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.17153
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.239925
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.311078
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.493166
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.759392
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.0732
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.40126
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.85036
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.133
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64218
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129356
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376172
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64505
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939014
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.628867
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.431748
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.280685
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.254221
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.229352
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.206053
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.254634
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.324879
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.397952
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.556081
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.827031
(331.09, 7.34, 370.74) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.02702
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 14.90352
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.28801
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.30289
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55581
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129982
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376852
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645792
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939826
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748604
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.581106
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.388412
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.358241
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.333021
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.309393
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.340871
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.413058
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.488154
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.620907
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.896769
(331.09, 7.34, 370.74) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 11.18696
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.44444
(331.09, 7.34, 370.74) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.85872
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45826
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96215
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00433
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130599
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377524
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646526
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94063
(331.09, 7.34, 370.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263451
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.738779
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.538687
(331.09, 7.34, 370.74) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.466765
