¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468935
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32392
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76612
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51083
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.893
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.73798
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738389
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956077
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188208
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438446
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711139
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008131
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328104
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175371
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591763
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054728
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571124
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12968
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75971
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47445
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2209
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07397
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96812
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94412
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03367
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32614
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75598
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4805
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85682
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741784
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959885
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192658
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443285
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716421
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013885
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334421
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184024
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601408
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065495
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582102
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14201
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77367
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48736
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2356
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09085
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98176
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95978
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0495
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33024
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74796
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4528
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82354
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745231
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963695
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197196
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448221
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721805
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019781
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814819
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19294
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611243
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076448
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593373
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15472
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78803
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5009
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25099
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10853
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99655
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9767
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06689
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3362
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74203
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42759
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79317
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74873
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967485
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201825
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453253
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727299
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47894
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82304
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201999
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621305
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087665
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605004
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16776
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80279
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51506
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2671
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12697
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01246
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99495
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08588
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34403
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73815
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40985
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76571
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752278
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971328
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206538
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458381
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732896
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486588
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831429
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211219
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631543
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099084
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616912
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18113
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81794
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52978
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28386
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14622
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02947
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01447
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10542
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35369
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74702
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40642
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74109
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755878
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975226
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211339
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463605
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179253
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494344
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839939
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220652
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641993
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110712
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629135
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19487
(400.64, 14.05, 247.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.787146
(400.64, 14.05, 247.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.763296
(400.64, 14.05, 247.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.16194
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16623
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04765
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0353
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11664
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34849
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75214
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40559
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71936
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759528
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979178
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216228
(400.64, 14.05, 247.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468922
