¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141762
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.7594
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.95017
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546546
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814046
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105799
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421278
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760324
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124019
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50869
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933369
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.288524
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.214573
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.106331
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.919288
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.207572
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.193138
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.69721
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.09551
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.21028
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.26781
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.27859
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.24187
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.58451
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.57314
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.68432
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.05092
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539341
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806187
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097214
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412059
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750214
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106475
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489356
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912013
 (429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.228189
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.149116
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.034198
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.834118
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.458432
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.436174
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.53105
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.48429
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.46272
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.44328
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.42594
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.41069
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.47739
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.5939
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.79154
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.15553
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532116
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798331
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088634
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402912
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740123
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089124
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470231
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890863
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.170414
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.086505
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.965302
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.753007
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.726868
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.703857
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.66359
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.56688
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.49408
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.47422
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.47366
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.51752
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.58761
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.7067
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.90293
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.26415
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524897
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790476
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080022
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393772
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726613
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071957
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451336
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869939
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.129235
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.097669
(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.068082
ê(429.58, 15.06, 246.06) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.040443
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2883
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.01903
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.81208
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.69906
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.61671
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.59659
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.59047
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.63546
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.70216
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.82396
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.01867
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.37694
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517682
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782618
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071465
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384692
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711095
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054964
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432632
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849259
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261215
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708214
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31228
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99885
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18792
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.19686
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.96732
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.83687
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.74437
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.72397
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.71194
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.75812
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.82122
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.94587
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.13894
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.49405
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510437
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774753
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06284
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375638
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695735
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038165
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414139
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828869
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247334
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761927
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3731
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06827
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08889
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.40622
ê(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.12969
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.98059
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.88497
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.8566
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.83827
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.88572
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.94498
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.07262
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.26394
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.61567
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503241
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766876
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05426
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366606
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680578
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02155
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395902
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80867
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268742
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804312
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40693
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04017
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89651
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.62698
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.29958
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.13052
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.03257
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.99472
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 10.97596
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.01849
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.07365
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.20445
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.39386
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.74197
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496011
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75904
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045689
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355071
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666581
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007569
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382024
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795077
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264847
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799285
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40125
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96902
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69679
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.85995
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.47744
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.28699
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.18656
ê(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.13861
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.11957
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.15666
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.2095
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.34158
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.52893
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.87317
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489323
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752389
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039097
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346758
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657791
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997978
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371509
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783403
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260449
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794342
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3957
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89992
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50353
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.21895
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.66373
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.45035
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.34731
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.28855
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.26922
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.3005
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.35487
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.48426
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.66937
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.00946
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484444
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747078
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033263
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338867
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649164
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988522
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361114
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771931
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256183
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789538
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39026
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83276
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31643
(429.58, 15.06, 246.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27965
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.85898
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.62433
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.51516
(429.58, 15.06, 246.06) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.44485
