¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(336.96, 7.47, 334.06) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 23.49479
(336.96, 7.47, 334.06) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 23.14786
(336.96, 7.47, 334.06) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 23.14672
(336.96, 7.47, 334.06) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 23.1501
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812318
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030153
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266259
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522903
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802845
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109341
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446293
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818344
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223239
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536627
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863464
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218197
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60449
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02658
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48965
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44746
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08698
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82696
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78251
§(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14982
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.81749
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.79418
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.77535
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.76099
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.77815
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.77302
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.77232
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.77607
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814541
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032565
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268842
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525701
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805923
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1127
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450003
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822469
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220863
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526212
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851957
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205427
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590269
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01072
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47184
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51142
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12713
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87835
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80429
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17784
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.50053
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.47759
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.45907
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.44496
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.42952
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.42451
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.42387
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.42761
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816779
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035015
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27147
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528573
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809088
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116168
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453804
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826675
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193465
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504717
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828702
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180224
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562807
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980748
¦(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43896
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58673
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17427
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93806
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82674
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20671
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.19653
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.17395
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.15572
(336.96, 7.47, 334.06) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 22.14183
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.13737
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.12576
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.11847
(336.96, 7.47, 334.06) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 22.1155
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819113
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037504
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274222
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531542
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812323
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119725
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457697
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830986
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166803
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481806
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806271
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155873
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536376
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951849
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40731
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66005
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22176
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96959
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84985
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2364
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.91562
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.89336
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.8754
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.86173
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.85234
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.84721
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.84635
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.84974
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821486
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040074
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277023
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534585
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815627
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12335
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461724
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835443
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140821
¤(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453754
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784609
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132424
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510838
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923986
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37681
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73124
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21331
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98857
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87358
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.267
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.63553
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.61359
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.59591
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.58245
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.57322
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.56819
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.56737
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.57076
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823939
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042727
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279872
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537708
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819024
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127109
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465848
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828353
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115588
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426411
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763747
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10982
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486262
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897188
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45891
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80026
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1864
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00809
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89801
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29841
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.36664
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.345
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.32757
(336.96, 7.47, 334.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.31432
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.30523
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.30031
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.29954
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.30292
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826429
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045437
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282784
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540929
¥(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822555
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130957
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47007
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805546
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091024
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399878
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734957
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088095
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462635
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871417
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55925
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86696
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15841
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02809
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92309
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33072
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 21.11861
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 21.09727
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 21.08007
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 21.06701
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.33059
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.31849
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.31055
(336.96, 7.47, 334.06) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 21.30678
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828996
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048214
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28583
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544188
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826118
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134857
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474395
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783406
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067144
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374022
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706962
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067213
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439922
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84664
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66104
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98406
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12935
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04863
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94882
(336.96, 7.47, 334.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36387
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.87045
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.84939
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.83242
(336.96, 7.47, 334.06) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.81955
