¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(349.54, 7.00, 362.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18881
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28372
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564597
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87316
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214805
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594846
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015858
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48355
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676028
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34548
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10911
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96788
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97328
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15132
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21791
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18276
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05915
º(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032048
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289213
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57062
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879793
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220976
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.601558
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.025119
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493961
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692274
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3641
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12547
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98685
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99567
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26665
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3517
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2191
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09964
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037018
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294644
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576578
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886353
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228232
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608166
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03371
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504282
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708345
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3764
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14162
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00573
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01789
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35354
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46199
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25708
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14194
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041929
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300008
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58246
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892835
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235407
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615373
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04099
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514506
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717749
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38517
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15336
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02438
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05025
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39886
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49778
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29678
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10041
»(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04678
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305311
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588275
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89924
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242496
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623259
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048144
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524631
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725213
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39371
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16324
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04288
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08708
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44379
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51187
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22475
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00976
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051569
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310544
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594018
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905566
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249497
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631049
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056653
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534657
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732485
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40203
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17288
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0612
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12352
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47683
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43902
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14492
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9219
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056296
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31571
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599685
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911809
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25641
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638739
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06526
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543992
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739559
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41016
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18226
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07932
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15957
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42909
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34611
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06754
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83673
À(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060959
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320807
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605278
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917972
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26323
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646328
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073756
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553561
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746431
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41803
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19138
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09128
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15593
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38135
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25021
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98973
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75425
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067613
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325833
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610794
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92405
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269958
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653819
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082139
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163733
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753104
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4257
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20024
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10169
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.116
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33356
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15691
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88697
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67436
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078147
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330789
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61623
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930042
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276595
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661203
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090404
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169422
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759571
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43309
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20885
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12365
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07605
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2857
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06611
(349.55, 6.99, 363.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78704
