¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.84393
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946356
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121655
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308883
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509217
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724055
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954954
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261559
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657655
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19137
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806934
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83902
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83416
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16235
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68202
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54426
¸(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8791
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89186
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.729
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.702
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.67987
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.66258
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.65012
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.64247
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.63962
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.64159
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.64836
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723436
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884184
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055465
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238293
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43379
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643262
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868212
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139919
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525991
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040401
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632113
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61142
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8194
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14333
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65895
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51567
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84281
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84429
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.66576
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.63881
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.61673
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.59947
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.58703
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.57939
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.57655
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.57849
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.58523
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666368
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823617
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991044
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16964
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360431
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564792
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784016
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022382
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398617
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894729
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463912
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423034
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80427
¼(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12407
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63557
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48675
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80608
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79617
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.60761
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.58073
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.55868
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.54146
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.52903
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.5214
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.51855
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.52048
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.52719
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608302
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763081
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927894
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102763
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289114
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488495
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702306
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932079
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275375
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754117
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302014
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95505
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78878
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10455
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61191
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45749
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76897
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74752
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.55451
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.52768
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.50567
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.48848
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.47607
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.46844
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.46559
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.4675
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.4742
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550869
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702184
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863131
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034628
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217769
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413606
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622969
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846912
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156073
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618299
¸(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146033
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754234
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77289
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08482
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.588
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4279
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73145
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69838
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.50641
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.47961
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.45764
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.44047
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.42808
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.42046
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.4176
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.41951
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.42618
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494919
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642852
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800096
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967626
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146293
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337307
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541877
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761459
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99925
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487105
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995784
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580432
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75667
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06487
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5638
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.398
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69352
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64876
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.46324
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.43648
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.41454
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.39739
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.38502
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.37741
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.37455
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.37644
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.38309
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440319
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.585036
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738744
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902392
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076856
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263163
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462605
¼(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676498
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863762
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21294
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789893
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413303
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74006
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04468
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53937
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36778
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6552
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5987
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.42497
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.39825
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.37634
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.35921
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.34685
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.33924
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.33638
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.33826
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.34489
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387129
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528699
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679037
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838938
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009341
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191177
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385678
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59415
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765871
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912147
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439209
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054955
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783703
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02428
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51466
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33727
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61654
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54817
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.39157
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.36488
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.34299
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.32588
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.31352
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.30592
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.30305
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.30493
(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.31155
(343.20, 7.15, 380.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335279
