¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529913
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60182
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52403
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5396
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58714
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46237
ª(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42653
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8871
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76361
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12457
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.22733
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537187
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883801
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271603
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70731
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27025
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802956
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313708
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977989
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78288
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58291
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5042
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50932
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56564
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40873
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33771
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78774
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5097
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54543
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96063
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506394
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836333
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218447
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647363
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20629
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765646
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271812
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951422
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76622
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56356
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48412
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47896
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54452
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35643
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25025
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68975
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25177
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27076
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70677
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475895
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789187
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165606
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587823
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14213
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728495
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230067
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923878
ª(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7492
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54388
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4637
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44845
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51394
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30615
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20155
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59322
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00105
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00384
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.83502
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445654
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742284
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113184
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52878
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077795
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691437
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188488
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895399
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73183
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52384
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.443
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41788
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47329
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27153
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15748
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49811
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75729
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7443
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26271
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.7689
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415705
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695712
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061109
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470203
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013267
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654549
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147101
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866035
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71423
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50342
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42076
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3872
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44328
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23805
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11481
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4044
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52029
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49195
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9572
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36413
²(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386033
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64945
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009449
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41212
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948696
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617843
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105931
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835745
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69625
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48268
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39647
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35641
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40342
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20564
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07355
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30883
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32266
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22853
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58591
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.22236
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356655
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60603
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958141
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354558
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884076
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581224
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064925
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804591
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67798
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46154
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3712
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32555
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35219
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17433
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03364
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19609
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19613
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94722
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1573
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.52509
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327556
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574439
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907254
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297491
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819394
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507692
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024144
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772621
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65943
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44007
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34132
¸(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29459
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30155
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14412
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99512
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08625
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07294
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53639
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6926
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14958
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298775
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543211
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856801
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240913
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754776
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430944
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9836
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73981
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64057
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41832
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31124
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2636
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25154
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11493
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95795
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97923
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95304
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11637
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27623
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75863
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270264
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512309
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806756
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184893
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690204
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354367
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945526
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706228
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62144
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39621
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28104
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23252
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20215
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08691
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92209
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87503
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60468
(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71519
