°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö!(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.405505
â!(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.061596
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422944
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.844298
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.336861
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.92625
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.655411
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.613268
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.64951
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27414
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4206
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.82075
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.409716
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.504925
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.608067
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.718268
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.836186
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.962624
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.098508
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.244899
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.403025
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.577979
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.769092
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.977869
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.206824
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.458971
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.747445
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.070138
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.432549
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.856898
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.351364
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.948964
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.696712
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.636316
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.67782
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30368
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48512
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03407
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.413109
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.508527
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.61143
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.721856
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.840021
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.966733
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.102921
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.249651
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.408156
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.583062
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.774625
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.983915
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.213456
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.466281
ó!(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.755558
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.079206
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.442752
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.870155
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.366626
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.972572
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.739235
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.660625
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7077
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33481
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62982
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.416682
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.512322
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.614988
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.725652
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.844079
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.971082
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.107593
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.254681
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.413587
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.588453
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.780495
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.99033
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.220495
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.474038
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.764146
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.088808
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45356
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884075
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.382656
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.99709
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.783009
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.686206
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.73916
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36753
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82073
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.420434
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.516307
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.618738
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.729655
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.848359
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.975668
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.112519
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.259986
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.419315
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.594154
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.786702
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.997114
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.22794
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.482244
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.773208
ó!(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.098943
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.464967
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.898659
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.399457
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.02252
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.828046
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.713073
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.77221
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40186
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0171
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.424368
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.520485
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.622881
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.733865
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.852862
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.980494
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.117702
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.265569
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.425345
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.600164
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.793248
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.004269
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.235793
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.490901
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.782753
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109617
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.476985
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.913916
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.41771
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.048879
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.868462
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.74124
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.80689
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43782
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21867
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.428482
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.524855
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.62753
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.738285
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.857588
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.985559
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.123145
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.271431
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.431677
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.606487
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.800133
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.011796
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.244055
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.500012
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.792777
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.120832
ô!(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.489847
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929846
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.440857
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.076175
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.892869
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.770721
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84322
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47542
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33792
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.432776
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.529418
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.632386
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.742914
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.862539
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.990866
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.128846
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.277572
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.438312
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.613122
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.807361
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.019699
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.25273
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.509579
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.803288
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.132591
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.504393
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.946464
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.464799
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.111739
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.918368
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.801538
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.88121
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5147
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46115
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.437253
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.534174
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.637449
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.747752
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.867714
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.996414
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.134809
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.283997
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.445252
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.620072
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.814932
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.027977
(382.41, 10.87, 322.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.26182
