¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.34476
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40189
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.99166
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.32688
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66586
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226465
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380351
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543373
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68042
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80455
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934762
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071476
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215084
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372036
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553975
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746659
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951022
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168077
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399001
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599207
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789621
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99052
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261466
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6933
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16942
»(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72195
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6619
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35561
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01401
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41708
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.00576
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34123
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68048
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230407
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384575
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54783
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71277
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838256
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969918
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108177
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253429
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416214
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6005
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79576
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002916
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222992
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45726
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679863
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874118
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079061
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42592
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873853
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36859
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94859
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14625
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8223
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72492
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43609
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.02338
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.35919
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.69878
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234812
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38918
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552676
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726131
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873044
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006216
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146057
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293047
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461713
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648484
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846392
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056423
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279666
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517357
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763314
¾(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961552
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175239
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597496
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06257
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5772
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27077
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67391
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24081
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7092
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.51571
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45892
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.46271
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23954
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3942
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558028
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731776
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908908
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043625
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185111
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333905
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508593
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697892
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898558
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111605
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338096
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579359
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836748
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052069
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338567
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776654
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25998
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79582
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72435
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10154
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3742
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.79571
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.48563
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.48562
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.48941
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49701
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244766
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399666
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563809
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737879
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922899
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082201
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22548
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376087
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556881
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748818
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952378
À(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1685
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398416
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643371
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904845
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145797
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508903
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963875
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46668
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03882
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13874
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2821
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51205
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68295
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.51622
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.51621
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52001
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52762
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250353
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405583
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570039
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744507
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929881
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121993
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267023
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422801
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606611
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801269
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007781
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227147
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460604
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70941
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975095
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257648
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693505
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17988
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71985
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32266
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57638
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4699
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65451
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67243
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55071
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55071
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55452
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56214
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256331
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411896
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576707
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751606
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937402
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135171
¿(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309874
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471387
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657766
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855281
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064853
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287611
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524706
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780833
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055591
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451524
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911819
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4213
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98833
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.623
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04778
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66532
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80173
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66361
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58915
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58916
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59298
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60062
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262728
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418693
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583894
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759175
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945438
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143692
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354074
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521321
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710464
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91117
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12762
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357882
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603333
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865408
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145784
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65958
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14128
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67573
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27201
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02013
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29339
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86878
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95394
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65656
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63158
(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63159
