¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(443.60, 14.27, 271.80) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 19.72329
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.094934
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75885
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3459
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3456
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54141
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06826
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96639
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29911
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43709
(443.60, 14.27, 271.80) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 20.85968
(443.60, 14.27, 271.80) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 20.66879
(443.60, 14.27, 271.80) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 20.67625
(443.60, 14.27, 271.80) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 20.86133
(443.60, 14.27, 271.80) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 21.29029
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.487382
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706674
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94543
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206096
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491262
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805863
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154045
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543281
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986412
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486615
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056437
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714414
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48878
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2854
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46882
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97118
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85325
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15259
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17036
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.37119
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.48695
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.48588
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.35105
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.18314
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47344
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691521
ù(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928908
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187909
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471283
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78384
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129622
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516889
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95673
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.452997
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018214
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670323
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43903
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22563
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39687
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86782
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74132
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00792
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.97708
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.48239
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.64377
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.65288
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.52674
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.69171
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459571
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676453
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912478
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169837
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451435
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761965
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105371
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490659
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927246
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419618
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980268
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.626582
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38963
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16628
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32546
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76551
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63062
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86514
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.45417
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.61601
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.80704
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.82675
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.26476
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.31736
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44578
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661471
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89615
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15188
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431732
ò(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740245
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081298
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464597
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897964
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386483
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94261
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.583196
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34058
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24277
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25471
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66425
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50379
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72416
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.50641
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.23435
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.12877
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.12774
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.225
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.45625
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432065
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.646576
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87992
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134045
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412173
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71868
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057406
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438707
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868884
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.353599
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905239
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54017
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29189
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18512
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18457
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.564
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37669
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59539
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.7209
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.42122
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.30064
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.28949
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.37848
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.60089
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.28839
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418432
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631775
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863794
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116331
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39275
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69727
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033696
÷(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412992
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840014
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320963
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868159
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.497504
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24356
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12794
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11506
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47473
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25118
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4689
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.97046
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.6158
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.4795
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.45776
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.53817
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.75143
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.33099
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404881
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617064
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847772
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098738
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373465
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67602
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01017
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387453
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811355
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28858
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831374
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.455204
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1956
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07124
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1149
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39068
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12718
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34369
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.26547
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.81843
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.66561
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.63281
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.70428
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 19.90808
(443.60, 14.27, 271.80) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 20.38876
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391413
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602447
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831857
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081273
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354321
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654933
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986831
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362094
õ(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78291
(443.60, 14.27, 271.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256455
