¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31696
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31376
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.29402
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.27674
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.26188
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24945
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23943
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23181
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22658
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22373
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22328
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559596
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75528
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946828
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152804
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374848
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614856
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89489
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.302472
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772962
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018599
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622234
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1918
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03641
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97414
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92772
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04303
™(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30796
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.28337
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.26127
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24164
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22444
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20967
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19731
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.18735
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17978
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17459
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17177
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17133
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559375
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75495
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946474
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152423
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374437
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614413
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900348
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309596
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781061
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053091
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644743
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21712
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03962
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96302
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91474
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03392
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.25807
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2336
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.21161
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19207
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17496
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16026
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14797
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13807
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13054
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12538
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1226
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12217
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559203
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754819
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946332
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152271
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374273
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614236
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905855
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316581
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789005
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087673
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667573
¦(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24286
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04231
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9522
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90205
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23781
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.21097
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.18661
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16471
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14526
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12823
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11361
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10138
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09153
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08405
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07893
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07617
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07576
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55908
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754887
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946405
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152349
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374359
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614327
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911411
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323429
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796793
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12237
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690815
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.269
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04456
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94162
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88973
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19332
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16659
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14233
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12053
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10117
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08422
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06966
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.05749
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04769
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04025
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.03516
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.03242
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.03203
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559009
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755155
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946692
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152658
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374691
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614686
­(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917014
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330134
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804421
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161459
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714413
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29558
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0463
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9313
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87768
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15153
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1249
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10074
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07903
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.05974
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04286
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02837
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.01625
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0065
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99909
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99404
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99132
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99095
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558987
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755621
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947193
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153196
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375272
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615314
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922665
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336697
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811887
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206068
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738384
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32257
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04752
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92127
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86596
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11237
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08584
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06178
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04015
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02094
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00412
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.98969
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.97762
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96791
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96055
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95552
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95283
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95247
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559015
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756287
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947907
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153965
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3761
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61621
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928362
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343115
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819189
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221441
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762742
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35002
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04828
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9115
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85456
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07583
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04939
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02541
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00386
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.98471
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96797
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95359
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.94157
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.9319
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92457
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.91957
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.91689
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.91654
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559094
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757152
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948835
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154962
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377175
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617373
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934102
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349385
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826324
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216563
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76625
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37792
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0485
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90199
(341.35, 7.27, 379.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84345
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04185
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0155
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.9916
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.97012
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95104
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.93434
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92002
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.90804
(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.89841
