¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57677
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48138
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32892
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28494
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2052
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34807
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.52824
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.54512
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899388
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277705
í(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695208
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088289
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512306
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03466
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58062
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15855
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79457
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44653
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17393
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90377
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71685
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54144
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43606
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28264
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24015
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15692
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28882
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41725
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532433
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885049
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261293
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677015
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068967
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.496143
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0166
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56065
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13549
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76933
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41828
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14203
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86984
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67994
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50253
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3923
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2384
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19608
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11123
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23231
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.30848
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519576
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870043
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244741
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.658679
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04986
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479922
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.998483
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54084
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11265
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74452
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39039
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11071
ë(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83683
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64401
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46498
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35008
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19619
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15204
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0681
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1785
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20191
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506554
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854916
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228064
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640201
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03097
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463651
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980311
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5212
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09004
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72015
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36301
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07996
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80474
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60906
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42879
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3094
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15597
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11013
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02752
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12737
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.10876
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493371
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83967
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211257
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621585
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012294
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447329
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962091
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50171
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06766
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69622
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33612
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04979
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77355
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57508
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39393
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27023
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11773
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07032
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98945
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.07887
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.03297
á(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480032
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824313
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19433
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602844
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993839
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430964
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943828
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48239
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04552
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67169
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30974
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02019
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7434
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54206
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3604
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23258
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08394
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03261
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95389
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03299
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95966
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466544
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808848
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17729
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58398
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.975604
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414561
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92552
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46324
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02361
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64714
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28387
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99116
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71483
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3281
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19641
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.052
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99696
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9208
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98971
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8888
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452904
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79328
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160139
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564995
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957587
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39812
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907176
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44427
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00193
ç(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62287
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2585
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9627
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68711
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47889
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2971
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16173
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02188
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96336
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89017
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.94898
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82037
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439121
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777614
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142882
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545898
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939795
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381646
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.8888
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42546
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9805
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59887
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23362
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93482
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66022
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44873
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26741
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12852
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99359
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9318
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86197
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91221
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75432
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425203
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761854
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125529
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526699
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922228
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365145
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870396
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40683
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9593
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57514
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20926
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9075
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63416
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41951
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23902
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09678
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9671
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90227
å(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8362
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88117
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.69065
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41115
(346.60, 8.51, 313.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746003
