¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(370.21, 9.74, 318.54) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 21.29038
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827186
È(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013879
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214229
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479797
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319598
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.86674
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.9975
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.30194
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.0587
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.20041
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.63196
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.03374
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.1513
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.6972
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.23174
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.44216
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.96783
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846435
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034491
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236346
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54559
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479545
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.6666
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.79732
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.17578
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.86092
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.03231
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50013
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.30139
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.0801
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.04249
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.99127
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.60962
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.64981
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866014
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055465
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25886
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611928
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630249
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.47436
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.68195
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.05306
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.67051
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.90396
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47773
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.58053
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.59573
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.99953
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.53454
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.48917
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.93599
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.24801
È(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885919
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076804
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281765
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678782
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.17712
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.28961
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.56965
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.41056
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.48715
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.7792
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45576
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82682
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 19.83069
(370.21, 9.74, 318.54) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.04307
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.1385
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.13997
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.76793
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.67425
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.02464
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906166
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098479
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305027
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746168
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.00343
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.12479
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.46034
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.18988
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.31052
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.65794
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43417
(370.21, 9.74, 318.54) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 19.19634
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.98522
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.19572
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.2409
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.10864
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 19.6835
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.44573
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.84549
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926702
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12051
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328682
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81403
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.8363
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.0244
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.35394
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.02311
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.14034
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.54008
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41295
(370.21, 9.74, 318.54) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 19.39618
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.03149
Î(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.35289
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.43091
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.33489
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.69462
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.54199
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.46495
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947595
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142875
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385968
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882339
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.67544
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.92664
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 12.55936
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.86235
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.0311
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19446
(370.21, 9.74, 318.54) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 18.05568
(370.21, 9.74, 318.54) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.89433
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.5824
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.33987
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.30442
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.43153
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.79994
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.15963
(370.21, 9.74, 318.54) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.80096
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96879
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165636
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44486
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951111
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.53173
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.83142
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.60085
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.70734
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.92608
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24705
(370.21, 9.74, 318.54) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 18.25484
(370.21, 9.74, 318.54) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 18.14735
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.82702
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.53126
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.49547
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.59455
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.9089
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990316
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188713
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503966
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020212
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.44397
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.73869
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.4542
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.55785
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.82397
Ó(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.02004
(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.95631
(370.21, 9.74, 318.54) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.25571
(370.21, 9.74, 318.54) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.64125
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.46003
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.42712
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.37192
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.02159
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012192
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212166
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56329
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089738
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.35847
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.7568
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.31272
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.41367
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.72468
(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.16446
(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.08574
(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.61364
(370.21, 9.74, 318.54) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.19353
(370.21, 9.74, 318.54) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.14309
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.63088
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.50351
(370.21, 9.74, 318.54) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.1381
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034385
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235999
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622857
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159582
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.27516
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.09076
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.17621
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.27935
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.62816
(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.37071
(370.21, 9.74, 318.54) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.32145
(370.21, 9.74, 318.54) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.16999
(370.21, 9.74, 318.54) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.31899
(370.21, 9.74, 318.54) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.31007
(370.21, 9.74, 318.54) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.14742
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.75294
(370.21, 9.74, 318.54) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.02974
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056888
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260162
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682559
(370.21, 9.74, 318.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229712
(370.21, 9.74, 318.54) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 11.19399
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.95245
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.04448
(370.21, 9.74, 318.54) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.19055
