¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207571
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248231
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57854
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945185
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386103
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874766
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41926
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05352
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97296
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07473
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39968
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26401
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.69734
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35205
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16805
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410759
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672012
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953932
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259108
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590326
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967862
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411189
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902619
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45039
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09122
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03246
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14055
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48963
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31064
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72741
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26998
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176284
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41959
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681517
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964244
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270208
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602407
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99083
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436542
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930831
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4819
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14545
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08759
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.147
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57987
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35571
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75053
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23343
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184714
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428656
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691268
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974769
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28163
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614811
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014012
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462202
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95935
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51375
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19544
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14277
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07361
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67038
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4064
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85799
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20099
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193361
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437934
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70127
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98556
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293328
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629293
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037474
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488151
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98818
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54603
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25864
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19796
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00163
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76113
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52595
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.965
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20474
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202191
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447417
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711477
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996602
”(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305296
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650792
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061188
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514359
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01737
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57865
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32236
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2532
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92973
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85207
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64613
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07148
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26721
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211223
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457126
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72195
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007911
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317529
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672543
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085143
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540895
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04685
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61166
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38655
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30841
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86782
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94905
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76694
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17738
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.379
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220471
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467049
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732651
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019467
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330071
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694492
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109339
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567693
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0767
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66357
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45123
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36719
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82063
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04615
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88669
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28264
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55531
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229891
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477194
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743588
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031265
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344915
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716692
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133787
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594756
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10681
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71982
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51637
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44343
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77582
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14067
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00409
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42394
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65808
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239527
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487565
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754728
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045465
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376095
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739103
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15849
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622112
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13728
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77649
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58197
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50778
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78648
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24069
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12178
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13052
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74608
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249369
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498131
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768121
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074452
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407652
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771341
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183421
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649723
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16804
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83345
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64685
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58778
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8776
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35226
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25204
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27406
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83338
(406.54, 12.45, 330.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259372
