¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.051999
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.770342
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.757384
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.746169
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.736682
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.02678
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606374
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806363
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023782
í(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265752
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529308
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817396
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133492
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481899
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859059
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270036
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72027
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213061
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.975991
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.951995
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.929865
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.909575
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.891105
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.87444
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.85956
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.846452
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.835103
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.825501
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.993812
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601719
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801357
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020096
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261726
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524919
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812597
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12824
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476097
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84967
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259629
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709619
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201138
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.07015
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.045881
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.023498
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.002975
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.984291
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.967431
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.952375
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.939111
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.927624
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.917902
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.961814
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.84043
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.82917
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.82065
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.81486
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.86868
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597159
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796483
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016501
ô(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25784
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520658
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807921
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123113
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470429
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840514
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249436
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699303
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191041
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.168114
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.143562
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.120914
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.100149
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.081244
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.06418
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.048943
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.035514
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.023882
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.014034
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.930774
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.77256
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.7631
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.75632
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.75233
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.79627
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592745
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791675
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012989
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254053
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516494
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803369
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118137
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463502
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831603
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239545
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689286
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183622
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.270048
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.245201
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.222281
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.201262
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.182124
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.164848
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.14942
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.13582
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.124038
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.114059
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.900679
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.80643
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.79852
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.79322
ì(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.79071
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.84031
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588394
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787792
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009588
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25031
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512482
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79896
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113251
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455657
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822913
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229882
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679625
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17648
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.37613
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.350974
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.327767
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.306485
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.287105
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.269609
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.253982
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.240205
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.228263
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.218148
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.871523
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.9957
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.99217
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.99168
(404.46, 14.34, 246.79) (375.08, 8.02, 254.11) (0.81, 2.16, 0.81) Human 13.99418
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584183
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784728
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006274
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246717
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508523
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794665
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108532
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447982
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814401
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220474
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670308
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169671
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745721
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.461067
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.437562
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.416004
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.396373
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.378647
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.362809
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.348845
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.336741
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.326483
Ö(404.46, 14.34, 246.79) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.23495
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580072
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781753
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003054
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24319
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504736
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790472
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103954
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440505
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806176
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211316
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661295
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163122
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738303
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.575675
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.551858
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.530015
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.510119
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.492153
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.476099
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.461941
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.449664
(404.46, 14.34, 246.79) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.439258
(404.46, 14.34, 246.79) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 22.09112
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576077
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778867
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999911
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239808
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501029
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786423
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099504
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433244
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798154
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202423
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652619
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156834
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726018
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37247
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96848
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56258
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37578
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76879
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33838
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05742
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62878
(404.46, 14.34, 246.79) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.97882
(404.46, 14.34, 246.79) (366.06, 7.06, 258.44) (3.69, 0.51, 6.43) Tools 21.95339
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572203
(404.46, 14.34, 246.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776037
