¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883721
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117582
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355577
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614168
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896118
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.794067
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.767475
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.742401
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.718815
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.696695
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.676019
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.656761
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.638907
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.622435
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.60733
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.593576
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.58116
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.570069
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.348805
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.332514
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.63807
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.444133
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.441927
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.441564
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.44304
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.446361
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.451525
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.458541
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900165
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121778
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360108
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619105
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901486
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.751666
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.725242
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.700324
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.676887
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.654906
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.634359
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.615225
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.597481
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.581114
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.566103
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.552435
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.540099
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.529077
Œ (378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.611991
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.422112
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.690907
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.273416
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.271174
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.270741
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.272119
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.275302
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.280297
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.287109
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905685
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12602
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364717
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624126
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906975
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.711093
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.684828
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.660061
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.636765
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.614917
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.594495
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.575476
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.557841
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.541571
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.526652
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.513068
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.500805
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.489851
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.643039
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.515347
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.744755
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.1105
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.108229
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.107734
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.109014
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.112072
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.116908
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.12353
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91026
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130363
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369433
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629259
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.699926
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.672297
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.646184
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.621562
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.598402
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.576682
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.556377
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.537468
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.519936
‰ (378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.503762
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.48893
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.475426
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.463234
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.452343
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.674584
(378.58, 14.65, 273.25) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.612374
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.958971
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.954923
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.952623
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.95207
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.953262
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.956201
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.960889
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.96733
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917164
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137362
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375919
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635081
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.66271
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.635233
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.609267
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.584783
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.561751
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.540153
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.519962
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.50116
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.483725
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.467642
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.452893
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.439464
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.427341
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.416512
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.70663
(378.58, 14.65, 273.25) (377.95, 7.54, 250.51) (1.36, 1.29, 1.33) Tools 9.06512
(378.58, 14.65, 273.25) (377.95, 7.54, 250.51) (1.36, 1.29, 1.33) Tools 9.048944
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.037392
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.02483
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.014057
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.005064
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.997842
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.99238
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.988678
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922978
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144922
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384084
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64397
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.627188
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.599861
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.574033
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.549679
‘ (378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.526772
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.505289
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.485207
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.466506
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.449165
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.433168
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.418498
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.405141
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.393084
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.382313
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.73918
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.674212
(378.58, 14.65, 273.25) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.912518
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.146277
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.133486
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.122506
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.113326
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.10594
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.100337
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.096515
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928826
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152534
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392334
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652963
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.593323
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.566136
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.540441
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.516213
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.493423
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.472051
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.452072
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.433467
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.416216
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.400301
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.385707
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.372419
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.360425
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.349709
(378.58, 14.65, 273.25) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.772237
(378.58, 14.65, 273.25) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.716583
(378.58, 14.65, 273.25) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 8.970563
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.25965
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.246617
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.23542
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.226045
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.218486
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.212731
(378.58, 14.65, 273.25) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.208782
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934726
(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160251
