¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶ (371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.227116
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.076787
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.403245
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.769523
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.181732
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.606814
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.063074
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.583667
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.18038
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.868475
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72087
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7368
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94855
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41845
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2383
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86258
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72819
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.71229
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.073878
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.199811
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.334648
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.479333
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.634945
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.802728
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.984123
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.180807
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.394747
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.628262
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.884107
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.165579
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.375641
Å (371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.738602
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.146863
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.575217
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.027514
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.544051
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.135014
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.819424
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.62149
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66844
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86654
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31821
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11311
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84544
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75437
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75142
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.062524
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.187684
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321671
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465413
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.619978
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.786594
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.966682
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.161896
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.374174
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.605801
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.859485
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.138473
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.446675
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.708354
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.112771
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.544508
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.992967
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.505585
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.09099
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.771885
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.56583
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60236
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78734
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22159
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99259
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84065
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99835
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99533
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.051388
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.175793
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.308948
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.451769
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.605312
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.770788
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.949601
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.14338
¾ (371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.354037
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.583822
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.835403
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.111973
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.417377
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.67877
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079445
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.514673
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.959548
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.468246
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.050749
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.725831
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.51195
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53855
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71097
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12852
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87666
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83954
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85344
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82658
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.04047
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.164138
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.296479
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.438401
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.590946
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.75531
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.932877
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.125257
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.334334
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.562325
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.811858
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.086073
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.388754
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.724497
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.046877
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.485515
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.92759
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.43202
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.012168
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.681239
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45982
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47701
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63732
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03887
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76513
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84207
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86234
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64465
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.029768
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.152715
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.284262
Î (371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.425307
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.576877
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.740154
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.916506
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.107522
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.315059
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.541302
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.788839
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.060765
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.360797
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.693456
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.015055
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.45704
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.89658
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.398474
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.974804
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.638082
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40941
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.31733
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5664
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95261
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65795
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80647
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8757
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54897
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.019282
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.141525
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.272297
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.412483
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.563102
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.72532
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.900488
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.090173
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.296209
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.520748
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.766345
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.036042
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.333498
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.663158
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.030467
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.424603
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.866505
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.36684
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.938637
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.59633
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.3613
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.26485
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49807
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8696
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55497
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67532
İ (371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85417
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45986
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.009011
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.130567
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.260581
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.39993
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.549621
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.710805
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.884819
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.073207
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.277779
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.50066
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.744365
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.011894
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.306846
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.633595
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997488
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.390231
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.838223
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.336223
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.904695
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.560352
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32241
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.21885
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43231
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78977
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45604
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54956
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43628
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43299
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.998955
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.119838
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.249113
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.387645
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.53643
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.696608
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.869495
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.05662
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.259767
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481033
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.722899
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.988318
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.280838
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.604756
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.965334
(371.18, 9.01, 337.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.369074
