¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511227
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514919
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126444
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599439
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643705
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97697
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482214
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.99319
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57032
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39945
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32219
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36542
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56327
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00039
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75605
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17374
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16239
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187404
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520116
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97287
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494762
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102763
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601037
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764934
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978838
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469113
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978593
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56843
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41739
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33177
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36963
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56828
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00646
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76353
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18378
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17549
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188292
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504364
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954762
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473732
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078121
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602674
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929951
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988562
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456254
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964268
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57311
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43505
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34125
¹(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37386
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57332
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01254
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77104
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19386
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18863
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18921
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488002
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935975
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451944
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052569
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604265
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044487
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108835
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443634
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950212
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58792
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44879
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35062
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3781
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57836
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01865
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77858
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97733
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20184
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190144
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471031
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916499
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429363
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026088
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605877
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046286
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259508
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.431256
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.936425
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60248
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45048
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35989
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38235
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58343
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02477
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78613
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98689
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2151
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191062
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453458
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896332
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406031
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998723
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607491
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048079
Í(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459615
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493237
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.922909
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61679
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45289
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36905
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38662
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5885
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03091
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79372
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.99648
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22839
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191987
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439273
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875575
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381944
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970535
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609123
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049885
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540156
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635919
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909667
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63083
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46063
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37357
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3909
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.43305
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.27634
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.24224
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00609
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.83929
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192896
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440256
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854113
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357132
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941509
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610766
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051695
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48777
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.857559
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923391
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64461
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46827
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37722
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39518
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.02591
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.994614
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.979856
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.18492
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.00801
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.0037
§(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.999857
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.986756
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.02472
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.01935
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.31115
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193817
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441251
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832099
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331652
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911692
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593184
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04121
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435309
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867379
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10301
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65812
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47582
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38088
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.765438
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.727677
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.713352
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.741142
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.868745
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.830075
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.823732
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.799109
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.721043
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.760101
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.755692
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.826615
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.88868
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.962553
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.03951
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194752
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442254
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809458
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305444
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881044
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556901
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994029
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383759
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810818
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32781
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67135
(327.71, 7.33, 382.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48326
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.71506
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.509448
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.477766
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.468556
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.590635
(327.71, 7.33, 382.60) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.612467
