¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71508
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.509869
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.496746
Ş(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.503495
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06876
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749616
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112922
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.727143
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.633756
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.597976
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.568762
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.541251
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.515379
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.491164
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.468558
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.447539
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.428063
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.410155
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.393783
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.378902
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.365506
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.353604
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.355705
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.397197
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.512871
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753622
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.799965
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.62475
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.55947
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.52768
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.499058
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.472122
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.446817
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.42312
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.401024
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.380498
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.361525
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.344068
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.328107
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.313663
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.300685
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.289174
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.290575
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.323054
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.399562
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757421
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.713464
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.584689
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.526685
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.495995
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.467731
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.441118
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.416124
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.39276
ê(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.370953
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.350727
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.332026
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.314847
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.299164
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.284976
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.272252
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.260988
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.262179
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.291838
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.359362
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.516941
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760986
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.707213
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.581058
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.523649
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.493194
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.46515
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.438753
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.413988
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.390822
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.369227
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.349205
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.330699
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.313725
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.298244
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.284251
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.271726
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.260656
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.261865
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.291496
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.358904
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.515974
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764349
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.768028
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.612342
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.549487
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.518521
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.490618
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.464387
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.439778
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.41678
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.395369
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.375511
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.357192
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.340387
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.325095
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.311282
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.298938
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.288078
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.289533
Ê(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.321896
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.398012
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767465
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132573
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.695442
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.612638
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.579041
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.551323
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.525246
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.500834
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.478029
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.456821
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.437174
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.419087
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.402519
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.387463
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.373912
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.361857
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.35127
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.35357
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.394663
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.508194
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770362
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135765
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538975
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.761399
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.707477
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.680404
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.655022
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.631327
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.609275
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.588833
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.570025
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.552824
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.537169
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.523032
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.510494
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.499453
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.489968
(336.10, 7.32, 349.14) (340.79, 1.26, 325.58) (0.81, 2.16, 0.81) Human 7.497352
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69137
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773095
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138735
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542252
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989697
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488561
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04814
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68005
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40743
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23909
(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1837
ç(336.10, 7.32, 349.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70212
