¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63993
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14122
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95705
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99112
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83405
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681443
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150776
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742942
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42101
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10111
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8887
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91015
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85427
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688289
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158436
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73368
Ö(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38535
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0605
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83202
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82857
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86992
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694672
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165515
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723388
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34925
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0194
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78479
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74653
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.3398
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.28945
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.24383
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.20291
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.16664
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700558
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172106
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712027
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31272
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97779
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73705
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46521
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.74689
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.69705
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.65185
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.61121
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.6151
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.80969
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681204
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157503
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68537
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26552
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9352
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68877
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47974
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.56265
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.34626
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.3072
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.39718
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.7284
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.2205
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 23.25817
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6513
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124069
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631733
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17128
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82793
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57762
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49099
÷(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.77876
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.45926
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.41519
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.54986
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.43693
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.40417
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.37586
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.35197
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.33249
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.31738
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621122
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09039
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57848
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07813
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72194
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45609
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49892
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73767
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.96328
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.91965
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.60754
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.91651
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.88389
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.85563
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.8317
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.81206
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.60345
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590633
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056283
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525519
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00433
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61735
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33623
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.77465
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.54095
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.49355
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.45034
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.59176
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.70621
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.68097
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.65999
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.64328
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.63023
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.62004
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.50102
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559882
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02194
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472967
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946064
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51406
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21805
ü(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.32419
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.09504
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.04815
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.00538
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.14322
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.932
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.60277
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.61845
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.67236
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.73079
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.79379
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.68826
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528873
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987303
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420736
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888294
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41207
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1016
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.89656
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.67175
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.62539
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.58304
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.54469
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.51028
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.7567
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.80749
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.86278
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.92264
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.98712
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.88305
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497613
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950042
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368881
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830904
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34296
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98681
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.09896
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.26954
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.22368
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.18176
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.53636
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.63562
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.2613
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.48403
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.37683
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 22.08565
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466082
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903282
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317457
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774012
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27976
ğ(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8737
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.32056
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.36786
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.33578
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.30756
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.71483
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.78725
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.38961
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434305
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856832
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266373
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717543
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21702
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77287
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.55199
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.5548
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.52275
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.49461
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.90023
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.94393
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.52127
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402349
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810747
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215667
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661573
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15487
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70355
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.8268
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.74915
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.71715
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.68908
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.09282
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.13698
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.65637
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370152
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764956
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165351
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606026
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09334
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69114
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 21.15064
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.9512
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.91925
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.89128
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.29287
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.3385
(384.39, 13.65, 309.47) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.79497
(384.39, 13.65, 309.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337844
