¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419024
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.84338
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.9062
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858896
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147961
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423326
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722321
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048015
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409507
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773848
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162652
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589445
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910527
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07063
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59323
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11345
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77603
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47266
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37707
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34337
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66844
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.93157
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.90232
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.90219
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.90557
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.91236
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.92268
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.93659
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 14.95424
(338.63, 7.57, 337.29) (345.03, 2.05, 311.61) (0.81, 2.16, 0.81) Human 15.05373
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8478
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137179
¿(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411643
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709599
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03418
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399311
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773283
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16202
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588799
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05941
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59706
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10322
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76406
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45776
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39024
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34731
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58939
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65706
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13201
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3675
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836623
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126555
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400092
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69707
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020498
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389228
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772972
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161722
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479612
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.559692
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0486
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60123
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09374
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71425
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45696
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40437
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35218
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51118
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50306
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10917
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24593
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825359
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116021
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388705
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684705
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009458
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378898
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766977
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161715
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262666
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552842
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0382
­(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58963
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08502
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66508
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45701
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39254
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35797
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46406
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24649
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14929
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13446
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814044
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105635
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377459
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672453
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000178
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368691
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756296
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05057
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120132
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54756
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02822
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57848
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07706
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64945
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4579
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35123
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36469
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50844
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99376
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19213
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04613
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802692
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095409
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366365
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660395
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990944
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358582
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745833
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.826986
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106013
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542665
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01864
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5678
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07692
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64145
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45963
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31058
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37232
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.519
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74484
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23765
¶(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96118
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791256
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085258
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355379
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648479
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981854
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348562
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584452
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66789
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101927
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.53816
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01539
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55758
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08746
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63429
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42424
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27061
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39081
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52901
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49977
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28589
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87956
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779791
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072768
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344595
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639163
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972838
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338669
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380528
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644055
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087849
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.534047
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01318
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54781
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09896
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62796
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36999
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23676
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41247
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54009
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25847
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33689
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78495
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76827
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060167
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333904
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631032
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963894
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147379
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239298
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629267
“(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066702
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.530324
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01147
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5385
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1114
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62246
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31652
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24158
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37298
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55227
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02102
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39066
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67513
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756684
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047519
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323407
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622963
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921003
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94647
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219548
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614711
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050579
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526992
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.008
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52965
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1248
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62113
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26383
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24735
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32783
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56552
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78732
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41623
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56888
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742499
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034793
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31305
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614972
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671268
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83568
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204096
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600386
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034714
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524045
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00474
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52126
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13071
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63684
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24717
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23312
(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28348
¡(338.63, 7.57, 337.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57988
