¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492288
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.78681
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.76793
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.75925
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.75519
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.7587
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.76586
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.77669
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.81805
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963661
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283692
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636934
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027832
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.463116
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532435
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11142
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76745
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51011
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39965
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44652
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36819
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40687
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46553
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70268
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33545
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86334
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56505
ƒ(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.90218
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.73851
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.715
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.69684
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.68817
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.68681
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.69027
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.69737
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.67235
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.74903
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965706
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286339
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63986
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031076
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466832
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956491
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1195
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77667
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51959
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39523
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43894
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37694
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45187
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53538
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82373
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46054
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0221
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 19.04184
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.83294
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.67077
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.64736
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.6299
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.62274
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.62253
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.62594
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.63299
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.58158
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.72037
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967619
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288795
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642573
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033856
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.470281
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960361
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12727
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78553
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52872
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39013
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43124
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38575
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4669
÷(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58786
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8877
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58809
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18442
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.91651
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.76785
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.60714
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.58382
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.56703
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.56254
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.56229
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.56567
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.57267
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.55705
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.69548
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969682
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29106
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.645075
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035969
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473457
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963933
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516579
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79401
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53755
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38436
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42336
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39469
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4799
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64113
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76911
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63006
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34719
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.81056
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.70686
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.54756
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.52432
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.51082
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.53354
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.55993
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.59003
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.48527
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.53622
(336.09, 7.39, 349.60) (338.49, 2.08, 313.54) (8.53, 3.44, 3.93) Truck 18.67435
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971566
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293135
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647366
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037952
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476357
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967196
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519917
(336.09, 7.39, 349.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80213
