¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413708
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06525
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73972
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76912
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660756
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997163
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363725
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767315
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213701
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710857
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28688
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93786
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65919
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38954
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14353
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99039
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88663
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88052
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04972
¹(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41126
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88679
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60767
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56666
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637033
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973654
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338732
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739736
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183106
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677701
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24955
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89546
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58653
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31671
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09213
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92972
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81452
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77935
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92836
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26205
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71252
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41782
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34928
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613315
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947703
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31376
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712214
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152599
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644508
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21217
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83618
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51452
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23527
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04131
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86999
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72722
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68008
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81373
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11614
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5423
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21671
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13761
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58965
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92174
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285978
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684681
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122109
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611289
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17481
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77326
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44326
µ(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15486
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95032
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81001
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64147
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58267
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70124
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96336
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37608
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01362
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90084
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566002
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895869
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257508
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655631
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091702
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578114
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12377
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7109
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37273
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07551
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73279
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55729
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48708
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5909
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80976
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21371
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80707
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65538
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85826
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542347
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87001
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229089
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624297
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061213
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544901
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06875
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64918
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30287
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99722
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77096
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65145
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47461
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39336
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4685
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65959
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04049
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60588
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41671
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5982
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518784
·(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844237
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200781
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593029
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026562
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501285
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01424
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58797
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23376
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91997
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69013
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57153
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38585
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30142
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34109
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5129
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86971
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40992
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18647
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34549
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495251
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818472
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172504
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561862
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99203
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456159
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960261
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52739
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16538
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84373
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6194
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49308
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29747
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20704
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2164
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36948
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70303
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21907
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97656
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09999
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471758
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792807
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144326
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530802
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955242
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412826
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909086
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46742
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09768
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76857
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54939
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.416
¹(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21073
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10871
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09492
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22934
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54034
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03309
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77208
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86141
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44833
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767198
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116247
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499831
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91651
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369865
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861319
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40928
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03072
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70216
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48013
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34031
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12564
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01232
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98662
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0924
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38154
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85193
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57297
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62949
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424963
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741659
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088242
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467712
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878055
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32725
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813946
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35632
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96449
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64207
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41157
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26603
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04215
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91783
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88058
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96708
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22655
(434.04, 10.32, 363.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67539
