°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83061
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931406
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094572
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267056
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449644
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643181
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820724
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006095
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202105
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565586
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31246
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.125594
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192222
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26161
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333959
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409353
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488037
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570138
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655838
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745388
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838947
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936758
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038687
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140005
à(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295595
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446625
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582712
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725974
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876978
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036384
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204717
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382808
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571404
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749462
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929908
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120614
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322369
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717728
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48949
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151995
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21945
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289718
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362975
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439342
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519026
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602195
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689001
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779726
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874539
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968847
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0667
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169047
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404469
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537642
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677851
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825536
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981257
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145709
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319544
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503583
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682251
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858086
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043758
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24009
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447885
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876917
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.76862
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179291
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247576
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.318754
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392972
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470343
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551071
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635323
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72332
Ñ(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811896
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9024
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997001
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09585
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248914
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49503
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632276
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776805
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929131
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08989
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259729
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439407
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618862
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790327
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97127
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162462
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364711
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335586
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59187
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.05904
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20746
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.276643
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348772
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423943
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50236
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584188
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667673
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751621
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839187
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930675
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026235
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126163
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42288
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589155
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730647
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879767
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037016
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203059
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378613
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55906
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72639
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9029
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089242
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286275
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49478
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486238
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.39831
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.39344
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.236531
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306628
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37975
ê(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455957
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534995
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.612934
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694194
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779021
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867534
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960026
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056632
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203296
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548306
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687011
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833006
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986977
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14945
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321095
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502641
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666081
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838367
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020185
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212291
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415473
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630699
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75046
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.77241
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.76797
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.266534
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337615
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411723
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485231
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560789
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639569
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72171
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807475
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896995
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990484
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088195
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374593
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645632
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788755
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939554
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098622
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266624
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444244
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609185
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777504
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955035
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142459
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340638
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550369
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133814
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.1917
è(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.18334
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.1793
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297476
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367533
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437859
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511147
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587507
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667145
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750252
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836961
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927522
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022094
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158335
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55571
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7468
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894669
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050481
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214993
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388831
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555531
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720123
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893571
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076621
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270029
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4746
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691304
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9247
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.63598
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.62808
(341.99, 7.21, 377.74) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.6244
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324489
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392724
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463838
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.537958
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615192
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695772
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779839
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867551
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959172
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054876
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326836
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707084
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852079
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004851
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166079
(341.99, 7.21, 377.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33633
