¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30404
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147552
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.385367
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570793
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08715
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6516
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28973
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07904
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84556
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68806
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66373
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83513
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37273
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98784
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47042
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98482
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78445
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49549
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7623
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030684
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313996
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628606
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973085
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351881
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7514
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150741
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286963
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569397
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08479
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65522
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28698
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08275
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88558
Æ(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73713
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70823
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86261
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3853
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92229
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40101
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91121
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51881
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27637
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0298
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750979
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018334
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306277
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620152
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96383
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34165
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753002
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154127
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213314
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568304
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08346
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65926
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29152
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06696
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92311
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78744
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76602
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90378
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42927
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91973
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37006
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84863
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38159
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0655
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80221
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739645
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006033
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295845
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611722
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954585
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33149
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747685
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121645
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142203
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567513
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08257
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66116
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29654
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05152
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96157
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.839
Ê(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8253
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94744
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47602
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94388
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3903
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87003
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38064
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85966
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58312
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36542
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728393
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993833
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282536
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59764
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942898
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321385
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736492
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0179
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103567
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567023
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08203
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65961
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30202
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03642
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96307
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89184
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88606
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99366
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5254
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97183
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41354
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89458
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40662
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7943
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36477
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13231
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717155
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981629
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269279
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583179
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926994
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305174
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723053
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903825
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103267
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566836
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08182
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65843
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30798
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02466
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94592
Ô(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94596
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94834
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04248
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57758
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00266
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43975
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92229
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43596
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79777
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1548
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90545
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706017
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969547
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256086
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568737
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911194
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287754
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703737
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800701
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086159
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566952
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08195
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65775
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31044
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03195
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92918
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99413
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46497
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09385
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62348
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03644
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47393
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95321
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4687
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80479
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14621
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68743
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75224
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694923
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957472
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242961
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554402
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895443
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270409
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684551
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71666
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068009
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569444
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08241
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65827
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30993
Ğ(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03977
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91285
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98818
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46622
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14789
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65837
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07314
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51262
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9873
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48905
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81535
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15715
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51547
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25861
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683892
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945518
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22993
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540134
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879801
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253194
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61343
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635469
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050024
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569991
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08322
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65917
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30983
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04813
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89692
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96945
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46925
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18959
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69611
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11284
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55441
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0247
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50266
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82943
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17177
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53067
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04085
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67289
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93359
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216957
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525986
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864238
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236077
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47949
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563931
(337.56, 7.55, 341.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032208
