¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.877129
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.916937
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.885413
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.855505
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.827181
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.800412
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.775166
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.751418
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.729144
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.70832
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.688924
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.670937
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.65434
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.639117
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.62525
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.337548
(427.93, 14.99, 249.64) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 8.799949
(427.93, 14.99, 249.64) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.054193
(427.93, 14.99, 249.64) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 11.01536
(427.93, 14.99, 249.64) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.52967
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796549
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021056
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264947
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516406
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789427
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.926654
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.89508
 (427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.865124
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.836753
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.80994
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.784652
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.760865
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.738554
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.717695
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.698267
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.680248
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.663622
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.648371
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.634481
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.329751
(427.93, 14.99, 249.64) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.059357
(427.93, 14.99, 249.64) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.048237
(427.93, 14.99, 249.64) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 11.00395
(427.93, 14.99, 249.64) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 16.61301
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785412
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009025
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251843
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504519
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776452
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.937771
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.906137
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.876126
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.847704
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.820839
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.795505
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.771673
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.749319
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.728419
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.708952
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.690899
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.674239
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.658958
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.645039
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.322465
(427.93, 14.99, 249.64) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.336395
(427.93, 14.99, 249.64) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.324836
(427.93, 14.99, 249.64) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 11.13888
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774377
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997044
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23882
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492758
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763675
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.950297
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.918599
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.888525
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.860043
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.833123
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.807734
‹ (427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.78385
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.76145
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.740504
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.720995
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.702901
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.686204
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.670888
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.656937
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.315694
(427.93, 14.99, 249.64) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 11.30899
(427.93, 14.99, 249.64) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 11.29306
(427.93, 14.99, 249.64) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 11.27938
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763412
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98512
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225878
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481167
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750998
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.964246
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.932474
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.902331
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.873783
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.846799
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.821352
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.797412
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.774956
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.753961
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.734405
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.716266
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.699528
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.684173
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.670185
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.309433
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.269483
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.445493
(427.93, 14.99, 249.64) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.82266
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752536
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973341
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213044
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469723
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738559
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.979632
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.947781
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.917561
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.888939
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.861886
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.836371
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.81237
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.789856
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.768805
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.749196
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.731008
‡ (427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.714223
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.698825
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.684797
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.303682
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.259
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.436006
(427.93, 14.99, 249.64) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.54186
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741695
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961609
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200306
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458405
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726223
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.996472
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.964532
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.934227
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.905526
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.878397
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.852811
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.828741
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.806161
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.78505
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.765382
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.747141
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.730306
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.714861
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.70079
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.298442
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.250347
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.42736
(427.93, 14.99, 249.64) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.27623
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.730976
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949997
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187688
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446436
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714054
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006322
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.982745
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.952349
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.923561
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.896348
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.870684
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.846539
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.823889
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.802711
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.782982
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.764681
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.747792
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.732295
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.718176
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.293705
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.243517
 (427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.419552
(427.93, 14.99, 249.64) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.02467
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720345
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938468
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17515
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432785
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702098
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996323
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.002438
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.971944
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.943061
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.915759
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.89001
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.865785
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.84306
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.821809
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.802012
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.783648
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.766698
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.751147
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.736977
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.289477
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.238503
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.412582
(427.93, 14.99, 249.64) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 10.90858
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709768
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927018
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162717
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419233
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690299
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986351
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.023633
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.993033
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.964048
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.936649
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.910809
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.886497
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.863689
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.842362
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.822492
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.80406
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.787047
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.771435
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.757209
(427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.285755
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.235298
(427.93, 14.99, 249.64) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.406447
(427.93, 14.99, 249.64) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 10.90033
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699296
(427.93, 14.99, 249.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915652
