¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570498
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22592
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444237
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679774
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968623
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266844
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56137
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895644
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231995
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587432
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116154
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647606
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28546
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12812
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02115
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87269
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78512
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68465
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24054
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39297
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9927
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415423
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578753
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753397
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959736
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216496
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4341
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66884
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959147
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258898
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552739
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88661
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224854
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.44098
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.373595
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.361121
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.350327
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.341029
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.333234
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.326887
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.322009
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.31861
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.316701
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.316198
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.317229
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.319643
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.323579
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.329003
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.361559
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405148
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567794
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741687
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950542
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207402
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424318
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65829
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949853
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251406
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544601
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87805
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.34681
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.263595
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.234408
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.221133
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.209345
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.198977
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.190055
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.18256
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.176476
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.171795
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.168514
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.16666
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.166191
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.167133
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.169476
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.173208
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.186873
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395133
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557115
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.730277
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.941428
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198634
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414888
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648121
˜(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94074
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244366
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536957
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.399606
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.25484
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.194287
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.17039
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.156896
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.144849
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.134228
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.125026
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.11723
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.110851
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.105868
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.102267
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.100064
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.099232
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.099805
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.101764
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.105097
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.116089
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385381
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546718
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71917
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932398
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190192
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40581
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638336
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931812
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237779
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529804
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.332427
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.218088
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.163817
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.141532
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.12788
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.115658
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.104856
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.095486
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.087507
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.080935
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.075759
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.071961
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.06954
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.068523
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.06886
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.070587
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.07369
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.083726
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37589
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5366
’(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.708363
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923452
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180814
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397084
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628927
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923065
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231643
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52314
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.328633
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.215723
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.161813
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.139577
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.125751
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.113365
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.102396
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.092849
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.084711
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.077966
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.072617
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.068644
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.066063
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.06486
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.065038
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.066588
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.069531
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.079416
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366659
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52676
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697853
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914594
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171128
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388707
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619898
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914504
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225956
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516966
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.383074
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.246822
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.187753
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.164098
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.150035
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.137437
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.126265
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.116513
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.108175
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.101223
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.095694
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.091539
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.08878
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.087411
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.087411
ö(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.0888
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.091573
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.10197
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357687
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517198
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687642
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905822
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161536
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38068
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611246
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906126
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220718
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511279
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842311
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.327157
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.249875
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.221773
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.207375
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.194432
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.182934
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.172889
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.164255
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.157036
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.151228
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.146821
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.143816
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.142207
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.142001
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.143178
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.145756
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.157876
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348974
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507913
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677729
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897136
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152044
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602969
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897933
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215927
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506079
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836571
(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193112
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.393288
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.342475
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.327238
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.313499
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.301215
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.290419
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.281083
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.273204
¢(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.266727
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.261728
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.258126
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.255965
(327.46, 6.96, 327.45) (343.70, 1.89, 313.27) (0.81, 2.16, 0.81) Human 7.255212
