¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59377
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.47792
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.4494
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.42325
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.39942
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.37792
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.3587
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.34176
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.32706
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.03757
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.45262
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.44412
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.7782
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.68332
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.59315
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.38185
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 20.37935
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764085
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05098
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36102
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690048
ô(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051492
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450319
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893858
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396694
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961847
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60157
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3073
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.24358
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.21339
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.18553
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.15998
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.13672
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.11571
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.09694
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.0804
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.06605
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.02155
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.86639
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.34112
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.95493
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.86229
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764179
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051122
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360076
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688993
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050349
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449043
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896256
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399372
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964911
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60502
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.0242
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.99237
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.96286
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.93563
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.91066
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.88792
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.86739
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.84905
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.83288
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.81886
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 17.96742
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.24433
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.6052
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.58818
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.57481
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.56507
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764256
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051184
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359104
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68792
ô(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049142
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447927
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898582
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967886
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6084
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.01972
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.98392
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.95048
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.91936
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.89054
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.86398
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.83966
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.81756
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.79764
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.7799
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.39275
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 17.99863
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.87523
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.85784
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.84415
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.83416
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764232
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051157
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358094
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686834
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047927
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44998
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900889
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404577
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970772
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6117
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.12193
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.08576
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.05197
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.02053
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.9914
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.96456
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.93997
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.91763
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.89749
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.87954
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.41505
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.1486
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.15699
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.13922
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.12521
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 19.11494
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764145
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051054
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357089
ê(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685703
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046706
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451961
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903107
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40706
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973585
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61487
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33378
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.19172
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.15757
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.12578
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.09634
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.0692
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.04434
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.02174
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.00137
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 10.98321
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 17.62752
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.1893
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.76038
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.71784
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763982
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050879
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356032
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684583
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047586
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453897
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905267
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409487
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976276
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61797
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33865
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.30196
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26743
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.23529
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.20551
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.17806
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.15292
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.13005
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.10944
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.09106
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 17.90622
(427.52, 14.88, 248.18) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 18.49603
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763766
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050652
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354978
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683387
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049291
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455788
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907364
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411841
ı(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978941
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.621
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3483
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.41666
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.38173
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.34922
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.31909
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.29132
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.26588
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.24273
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.22187
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.20326
(427.52, 14.88, 248.18) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.04283
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763488
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050331
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353882
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682968
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05092
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457603
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.841789
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.811075
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.782281
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.755375
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.73033
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.707121
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.685722
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.666117
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.64828
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.632195
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.617848
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.605225
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 9.481079
(427.52, 14.88, 248.18) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 11.31999
(427.52, 14.88, 248.18) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 13.0101
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763141
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049948
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352778
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684422
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052502
(427.52, 14.88, 248.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459351
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.843266
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.812549
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.783749
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.756838
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.73179
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.708578
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.687177
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.667565
(427.52, 14.88, 248.18) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 8.649726
