¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057665
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31605
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60803
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79979
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20924
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42798
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65678
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94307
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114776
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439755
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797455
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192931
…(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632452
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046334
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425091
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794285
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09513
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.264
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44067
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62566
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81947
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10968
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36601
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55201
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78122
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05352
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3412
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61985
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81197
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01261
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22225
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44144
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70957
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15237
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107304
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431582
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788387
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182897
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621264
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034937
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440287
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81076
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0989
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26788
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44471
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62987
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88171
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20142
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41596
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60368
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80595
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07944
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36842
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63391
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82648
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02761
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23774
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48879
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93319
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36965
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099708
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423203
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779163
ş(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172656
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609837
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023673
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45598
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827807
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10395
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27314
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45019
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66576
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97077
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28675
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46811
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6577
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85602
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10742
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39776
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65025
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84335
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04501
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27974
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70788
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14644
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59661
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648989
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414659
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769778
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16223
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598243
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012536
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448752
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845371
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11039
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2798
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46091
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75229
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06265
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3394
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52257
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71411
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91444
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13742
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42925
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66885
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86254
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08165
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49439
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93528
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36907
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64319
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406003
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760189
÷(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151611
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586419
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001499
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436561
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863527
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11816
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28787
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54507
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8415
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15735
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39425
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57936
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77294
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9754
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18743
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46293
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68973
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89374
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29205
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71852
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15379
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60165
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640913
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933867
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750431
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140818
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574377
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990558
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42453
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882219
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12725
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34829
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6318
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93348
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25502
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45139
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63854
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8342
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03898
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25336
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49877
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71522
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10007
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51165
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9499
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38202
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8447
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636909
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929471
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740519
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129841
ó(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562133
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979767
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412588
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891291
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16119
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43263
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72112
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02825
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32991
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51091
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70015
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89805
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10517
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32208
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54937
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91772
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31533
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74099
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17397
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62037
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09885
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632791
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924959
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24553
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118679
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5497
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969102
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400793
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878214
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2433
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51946
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81314
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12591
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38971
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57284
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76426
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96449
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17407
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3936
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74133
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12892
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54007
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97672
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40794
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86954
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628566
(345.13, 6.85, 386.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920331
