¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
å(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726756
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.0776
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.061283
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.052684
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.045476
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.039656
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.035214
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.03215
Û(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.030457
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.030135
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.113713
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425116
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627145
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845985
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081943
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776177
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072715
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400184
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772248
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178988
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622064
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117808
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.419767
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.111031
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.268778
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.24924
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.231191
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.218254
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.193651
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.950788
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.940976
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.932539
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.925473
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.919768
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.915419
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.912423
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.910775
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.910477
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.200003
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43038
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632837
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852159
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089302
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782185
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079307
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410758
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783991
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191834
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636389
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133842
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694139
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.207504
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.224483
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.543859
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.372554
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.349515
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.863471
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.956521
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.858308
Û(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.817729
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.810795
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.805201
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.800941
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.798009
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.796406
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.944032
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.289991
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435717
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638608
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858418
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097297
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788317
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086019
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421465
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795825
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204889
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650921
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150187
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712578
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.307961
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.29813
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.648241
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.474749
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.451339
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.884698
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.049141
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.948429
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.851872
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.759261
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.695649
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.691473
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.688605
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.708254
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.029176
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.383855
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441123
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644455
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.864761
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521584
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794595
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092855
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432312
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807846
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218126
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66573
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166788
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731329
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.412588
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.38411
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.756953
Ú(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.73089
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.557381
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.197576
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.145803
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.042451
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.943382
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.848379
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.757237
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.669775
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.585814
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.789028
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.117903
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.481798
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446602
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650379
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871187
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527443
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800942
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102509
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443244
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819938
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231585
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680732
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183629
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750374
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.521588
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.492639
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99339
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3433
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.667843
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99951
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.24672
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.140577
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.038849
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.941318
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.847766
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.758002
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.671846
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.873126
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.210392
(398.31, 14.63, 309.94) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.191219
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452148
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65638
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877696
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53343
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807449
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112531
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454321
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832227
(398.31, 14.63, 309.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245265
