¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959386
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.614347
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.37711
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.160076
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.960811
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.777261
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.667729
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.622483
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.578991
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.537185
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.497004
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.45839
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.428172
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.404093
Õ(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.381125
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.359241
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.338416
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.318626
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.299851
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.282069
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.283283
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175902
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416824
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678625
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931514
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172793
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433023
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.711837
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.687311
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.681851
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.450298
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.227647
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.023414
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.835447
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.661915
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.61217
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.568849
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.527209
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.487188
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.448728
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.411774
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.38373
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.360956
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.339259
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.318613
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.298998
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.280391
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.265918
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.275672
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176266
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417194
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679015
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925323
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166138
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425815
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.763233
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.738455
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.730264
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.527266
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.298635
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.089119
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.896461
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.718744
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.60287
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.559704
Õ(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.518213
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.478334
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.440013
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.403193
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.367822
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.341828
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.320308
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.299833
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.280382
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.261933
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.258435
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.268922
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176653
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417615
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679473
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91944
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159803
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418981
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.816721
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.791679
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.780594
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.608236
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.373232
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.158095
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.960453
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.778295
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.648174
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.583092
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.520678
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.470436
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.432238
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.395536
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.36028
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.326422
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.302367
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.282053
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.262757
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.24452
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.252567
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.263027
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177064
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418062
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679961
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913835
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153776
(333.68, 7.21, 329.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412479
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.872378
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.847062
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.832911
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.693449
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.451646
Ä(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.230525
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 5.027583
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.84071
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.697561
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.6312
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.567565
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.506522
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.447945
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.391716
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.353639
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.319879
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.287466
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.265255
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.246105
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.237983
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.247544
(333.68, 7.21, 329.56) (328.57, 1.91, 308.39) (7.08, 3.01, 7.98) Truck 4.25798
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.761097
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898896
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.045922
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.238492
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455585
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.651505
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848161
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069887
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356428
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620097
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886193
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190948
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50973
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830014
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363167
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781143
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515934
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29765
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08394
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04769
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93145
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74323
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95515
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78743
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57235
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.750717
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.887851
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.034149
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.228484
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444683
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640942
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836807
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059132
(333.10, 7.19, 328.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344593
