¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98638
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.982626
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482191
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050334
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702081
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45718
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34212
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37767
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8001
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61857
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53181
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75668
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443017
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470861
—(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773263
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125517
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517968
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957807
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454062
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018204
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665035
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41401
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30501
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34763
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76328
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55881
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45186
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68355
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464282
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483426
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755409
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10567
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495783
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932853
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425793
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985926
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.627843
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3707
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2794
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31688
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72553
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49668
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37382
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61214
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486935
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496946
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737445
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085709
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473475
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90777
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397393
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953511
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.59051
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34826
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2532
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28536
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6869
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41837
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28195
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55746
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510989
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511432
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719379
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065638
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451055
›(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882569
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368871
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920973
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.560473
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32568
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22642
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25315
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64742
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37311
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26286
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55178
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536477
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526897
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701214
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045465
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428527
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857258
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340234
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888323
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.540768
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30262
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19908
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2202
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60711
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32261
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24406
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5473
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542148
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543347
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682959
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025198
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405901
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831845
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311497
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86805
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.520652
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27909
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1712
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18655
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56592
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27115
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2236
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.656
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535583
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56523
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664617
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004839
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383183
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806342
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285206
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85031
œ(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500135
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25511
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14279
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15227
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52397
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21867
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20154
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88488
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529168
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595084
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646197
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984401
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360383
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78075
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269414
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832231
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479234
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23067
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11386
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16654
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48128
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16528
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17781
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11761
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523605
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626481
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65364
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963885
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337505
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761286
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253329
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813814
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45795
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20581
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08443
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13118
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43779
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.111
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15245
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35436
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519244
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659456
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674595
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943301
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314559
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746862
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236956
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795074
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436299
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18052
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05451
£(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09441
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39359
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05585
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12554
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47974
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515027
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694045
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696625
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922652
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300132
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732183
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220298
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776015
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413608
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.153
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02078
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05501
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34868
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99988
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08448
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50705
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29908
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510942
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730287
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719746
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903247
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286882
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716729
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202093
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754429
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388489
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1237
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98616
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0158
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30313
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94308
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01178
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53482
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23931
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507027
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732966
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744606
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890286
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271848
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699732
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182819
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732395
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363067
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09404
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95114
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97611
¬(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25691
(349.86, 7.10, 359.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88553
