¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05511
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51163
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76382
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13554
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69782
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30979
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97819
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71103
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52094
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41729
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95444
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09561
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37988
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9444
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63773
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57727
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78567
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2101
×(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77882
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39808
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07479
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81713
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63496
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54231
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10341
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26266
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61054
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0829
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78473
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64371
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80963
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28568
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86096
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48766
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17283
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9249
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75397
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6723
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25501
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43289
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00585
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2259
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71103
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8358
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36233
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94433
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57866
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27254
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03459
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87518
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80688
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40934
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6063
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41206
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85578
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77916
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89816
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44003
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02891
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67104
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37378
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.146
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99835
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94376
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56642
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78298
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82955
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84812
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9707
Ä(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51873
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11457
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76462
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47645
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25913
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12351
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6251
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72895
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96297
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9021
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04415
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59845
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20139
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8595
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58055
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37384
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25059
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77045
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90456
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14634
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92307
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11852
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6792
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28937
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9557
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68649
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49259
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38428
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91824
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08331
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33317
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94686
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1938
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76099
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37963
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0561
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79824
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61591
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52105
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07619
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25651
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57145
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97363
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27095
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84686
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47383
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15924
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91164
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74115
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66006
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24074
Ë(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43161
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74767
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00366
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34821
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93091
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5661
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26105
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02442
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86665
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80041
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40812
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60996
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94647
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03823
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42639
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01599
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65901
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36291
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13657
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99185
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94326
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57835
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79162
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16411
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08448
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50547
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1021
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75311
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46614
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25327
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12324
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08951
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75149
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97664
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38597
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13307
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58548
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18926
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84991
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57522
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37364
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25662
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2381
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92754
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16506
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61208
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18405
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66674
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28026
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95059
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68584
Â(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49572
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39197
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38863
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10655
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3569
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23764
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74999
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37078
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04938
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7941
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61489
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52497
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54234
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28619
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55229
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29386
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83285
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46121
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14845
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90309
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73727
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66468
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26114
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46274
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75899
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35259
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91662
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55269
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24873
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01603
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86475
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80645
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42795
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64236
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41387
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00129
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6452
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35324
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13276
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.994
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9503
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59742
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82501
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48956
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08687
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74214
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46045
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25057
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12407
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09539
(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76951
À(398.60, 12.56, 328.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01083
