¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15948
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502733
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92393
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41749
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08079
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8095
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61099
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49653
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47983
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15664
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41027
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069994
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450892
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9772
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50768
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18151
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73274
å(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63132
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62986
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33404
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60018
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023749
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399306
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03402
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6001
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2826
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03101
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8552
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76705
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78258
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51462
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79382
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977742
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347988
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761338
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69377
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38511
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14366
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97975
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90668
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.93847
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69853
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99129
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931953
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297013
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704179
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78868
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48905
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25844
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10767
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0487
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.09704
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88575
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19266
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886426
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246278
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647431
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88486
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59513
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37592
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23755
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19324
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25913
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07169
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841127
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195914
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591063
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98323
ç(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70383
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49603
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3709
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34183
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42541
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25731
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796121
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145883
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535147
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08454
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81499
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61855
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50656
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4929
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59454
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44292
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751361
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096172
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479625
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1872
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92771
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74285
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64436
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64641
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.76657
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62981
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706874
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046804
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424557
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846718
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04197
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86901
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78426
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80239
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93782
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81993
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66271
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997818
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369916
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785461
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15785
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99697
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92628
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95842
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69968
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01341
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618846
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949174
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315769
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724758
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2753
û(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12677
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06908
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11456
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87399
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21021
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575247
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900927
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262057
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664633
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39433
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25802
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21101
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27313
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05117
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534956
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853085
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208803
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605057
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51494
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38752
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35501
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43419
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23122
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523343
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805575
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156046
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546117
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.634
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51881
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50114
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58627
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41419
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511721
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769638
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103782
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487754
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917208
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65191
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64318
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.74035
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59408
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500136
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758376
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051972
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429952
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852377
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78516
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7828
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89703
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488559
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747201
Š(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022933
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372798
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78827
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.91219
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92574
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.0596
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477007
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73607
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010813
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316182
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724903
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04307
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.077
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.21978
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465479
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724989
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998785
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297288
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662254
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18044
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22256
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.38223
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453966
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714006
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986821
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284253
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609626
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043417
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3693
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54697
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442515
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702524
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974937
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271242
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595405
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974678
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51795
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71399
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431083
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690078
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963141
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258338
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581249
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935876
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66853
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88334
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419677
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677707
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951375
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245561
(399.93, 12.71, 328.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567232
