¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.239542
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.400929
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.571077
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.755874
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.95725
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.177487
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.419309
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.685987
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.95753
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.248288
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.567939
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.923624
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.322722
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522262
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067535
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689367
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40495
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23701
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21631
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27813
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16131
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84181
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61442
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51175
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.230511
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.386578
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.555522
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.738961
œ (372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.938798
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.15728
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.397089
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.661443
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.931625
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.219642
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.536197
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888386
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.283214
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479348
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018857
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633677
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34065
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16196
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12749
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20356
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09433
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83319
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61295
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30749
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.217366
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.372376
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.540135
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.722239
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.920559
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.137312
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.375139
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637207
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.906158
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.191502
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.505031
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.853803
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.244462
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.683933
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971216
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579254
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27783
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08864
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0409
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13115
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02985
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8269
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6139
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15475
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.204578
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.358329
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.524919
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.705705
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.902532
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.117585
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.353464
 (372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.613283
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.881127
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.163861
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.474435
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.81987
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.206458
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.641087
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924574
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525979
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21641
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01708
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95644
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06076
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96782
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82301
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61723
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00707
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.192569
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.344434
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.509872
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.68936
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.884718
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.098099
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.332058
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.589667
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.856528
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.136718
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.444401
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.786571
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.16919
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.5991
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878932
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473875
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15638
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94718
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87405
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97517
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90826
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7907
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.623
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86426
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.284557
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.330693
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.494997
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.673206
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.867117
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.078849
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.310925
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.566361
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.832357
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.110064
Œ (372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.414925
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.753907
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.132651
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.55796
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834211
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422912
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09774
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87898
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79372
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87916
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85106
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72597
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63115
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7988
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6566
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.269538
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.317597
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.480293
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657242
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.84973
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.059842
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.290063
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.543365
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.80861
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.083899
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.386002
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.721868
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.096833
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.517654
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790499
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373087
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04042
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81235
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71539
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78565
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80252
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66394
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64177
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81104
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32443
(372.63, 8.64, 338.82) (382.65, 1.09, 373.40) (0.81, 2.16, 0.81) Human 23.17988
(372.63, 8.64, 338.82) (382.65, 1.09, 373.40) (0.81, 2.16, 0.81) Human 23.12963
(372.63, 8.64, 338.82) (382.65, 1.09, 373.40) (0.81, 2.16, 0.81) Human 23.08932
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.254711
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.403366
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.465761
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.64147
