¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837296
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810802
¤(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031473
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270835
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531307
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830419
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143498
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488188
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874357
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330615
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359957
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601142
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45054
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46726
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52773
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70852
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28485
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30788
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79726
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5346
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00937
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52836
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08727
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69417
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17446
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57683
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99781
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797718
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017306
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255452
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515096
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813835
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125287
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468102
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857584
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311779
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512369
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581364
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42358
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43127
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4566
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6304
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17622
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17565
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78422
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49581
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96879
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60151
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08352
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69018
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14924
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55076
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97083
™(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784743
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003261
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240202
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502953
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7974
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107244
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448206
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840877
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29302
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671707
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70246
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39627
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38655
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3862
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5528
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06884
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04471
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77311
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46067
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06471
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66233
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08452
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69053
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12859
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52943
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771878
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989339
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225088
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49084
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781116
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089371
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428503
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824239
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274346
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794285
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.828066
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36863
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34194
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31652
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47574
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96272
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92165
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6837
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48694
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21897
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72741
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15216
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69506
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11253
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66396
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759126
˜(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975541
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210113
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478757
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764986
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07167
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408994
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807675
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25576
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796764
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.996269
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34065
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29744
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24756
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39923
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85785
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82067
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53845
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63625
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37884
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79695
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22437
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70385
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24607
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97292
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746489
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961869
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195279
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466708
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749009
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054141
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391444
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791184
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237262
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798525
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17898
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31236
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24229
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17934
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32328
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75424
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71973
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19052
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7909
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46053
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87093
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30122
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85073
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54909
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.733966
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948324
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181515
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454693
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733187
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036787
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376945
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774773
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218854
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79956
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3656
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41418
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1849
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11185
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2479
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65188
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61886
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04868
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95107
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53617
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94946
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45576
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14817
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86439
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72156
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934907
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170579
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.441566
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717522
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019608
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362503
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758441
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200541
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799872
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625341
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56565
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12808
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04508
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1731
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55078
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51812
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90881
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11688
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61624
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10197
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70933
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45744
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709272
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921622
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159677
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427367
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702015
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002608
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348125
‹(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742194
(350.67, 7.13, 358.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182328
