¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.434
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157238
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48216
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839585
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234575
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677573
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175532
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585883
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952524
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36406
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82524
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33172
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3695
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94603
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75365
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33523
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32458
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31692
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31226
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31058
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31189
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31618
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.70702
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.34704
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36336
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3827
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.40511
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851269
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147017
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47091
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827194
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223768
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667966
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164726
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55083
Î(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914623
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30926
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76158
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26173
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30464
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97213
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75594
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.72761
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.71715
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.70977
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.70546
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.70421
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.70602
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.71089
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58722
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.74396
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.76117
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.78149
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.80495
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841842
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136698
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459607
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816498
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215046
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658203
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153783
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516594
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877596
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26914
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69923
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19331
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2805
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99753
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74295
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14379
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.13356
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.10972
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0872
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.06788
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.05172
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.03872
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.48
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21013
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.16518
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.18336
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.02073
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.0265
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83237
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126322
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44894
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808481
ß(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206165
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648309
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142703
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483179
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841492
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22999
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.60118
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.83155
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34344
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0222
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71611
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35295
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.57593
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.14564
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12306
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.51116
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.49676
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.39391
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37713
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.61289
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.63214
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37772
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3829
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822844
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115863
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441572
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800361
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197145
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638256
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121531
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450586
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806258
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19182
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.45799
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.68168
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40513
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04618
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66833
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27708
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.38143
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.32845
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.46633
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.3171
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.32833
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.45353
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.28635
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.28034
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24726
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24683
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24917
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25587
Ş(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813225
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108891
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43414
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792132
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188035
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628072
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092002
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418794
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771902
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15457
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.35532
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.53726
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.76612
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06939
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.5958
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58528
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.57762
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.5728
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.57895
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.42725
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.42118
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58197
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80395
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61878
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.63681
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.65774
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68161
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805932
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101993
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426538
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783751
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178751
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61772
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063196
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387767
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738409
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1183
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.4409
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.57958
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.72412
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09189
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35418
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0299
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02262
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01827
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.69611
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.56244
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.55829
(408.66, 14.08, 247.40) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 10.5562
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60082
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.76832
ƒ (408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06996
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08916
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.11137
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13659
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799532
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095024
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418868
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775287
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169359
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607285
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035128
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.389713
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.343348
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.306606
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.274784
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.246417
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.220777
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.197532
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.176412
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.157221
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.139808
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.12412
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.110104
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.09759
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.088009
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.110415
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.224397
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.49828
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.49476
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.51207
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.53558
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.62383
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793045
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087945
(408.66, 14.08, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411105
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.316083
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.255128
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.226483
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.199808
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.174699
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.151067
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.128916
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.108187
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.088879
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.070955
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.054369
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.039137
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.02523
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.012611
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 6.001273
(408.66, 14.08, 247.40) (386.80, 8.01, 248.80) (0.81, 2.16, 0.81) Human 5.991209
