¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79055
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455236
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773908
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127142
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520787
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.962101
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460188
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026628
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.67638
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42945
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15422
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2624
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59607
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0668
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45179
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59641
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450523
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768693
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12134
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514299
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954797
¨(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451906
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017165
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666388
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41869
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14395
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25013
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58117
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04704
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4449
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63437
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44557
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763213
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115245
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507481
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947125
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.443572
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.008561
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656597
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40728
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13286
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23691
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56513
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02654
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43891
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20294
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440378
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757469
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108857
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500338
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939807
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435722
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.999592
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.646252
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39522
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12101
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2228
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54795
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03811
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43376
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23145
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434951
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751464
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10249
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493862
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932514
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42746
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990148
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635362
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38253
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10841
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20773
²(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52968
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04864
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42942
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09879
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429307
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745747
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096402
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487054
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924856
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418778
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980233
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.623932
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36922
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09504
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19175
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51031
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05783
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48074
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96795
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424124
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740012
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090028
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479924
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916835
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.409691
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969852
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.611966
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35528
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08091
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1749
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48985
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06566
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65256
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83887
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418707
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734021
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083366
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472477
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908455
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400196
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959011
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599474
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34073
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05718
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15713
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46832
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07215
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82697
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71167
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413059
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727773
¡(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076419
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464715
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899721
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390303
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947713
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586459
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32557
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0323
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13851
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44573
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04527
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86347
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65622
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410107
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72346
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070473
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456789
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890638
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380015
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93597
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.572927
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30983
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00674
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.119
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42208
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01605
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83135
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68875
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406971
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719994
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066621
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452485
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884549
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.371524
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924471
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558889
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29349
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9805
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09867
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39746
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98557
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79838
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72161
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403606
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716273
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062489
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447866
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879357
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365646
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917767
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.549904
©(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28066
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95363
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07749
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37176
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95383
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76454
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74651
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400012
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712299
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058073
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442935
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873816
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359373
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910609
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541667
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27108
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11259
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05545
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34509
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92088
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78955
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69409
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39619
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708075
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053381
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437692
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86792
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352705
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903003
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532914
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25674
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09202
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03261
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31744
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88673
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83486
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6433
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392143
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703601
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048411
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432143
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861683
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345647
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894954
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523652
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2387
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07086
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00897
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28881
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85142
(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87758
œ(347.96, 7.04, 361.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59396
