°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(341.82, 7.17, 370.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743728
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773621
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194913
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668256
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894242
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56671
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07618
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58603
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15525
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8941
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57446
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3336
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87043
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9327
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203673
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463321
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747027
≈(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058219
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40102
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780411
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202488
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674773
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898744
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54229
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04751
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55455
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1129
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6681
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32653
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05691
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23521
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9162
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207853
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46788
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752018
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063706
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407081
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784411
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203477
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672013
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902952
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51803
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01971
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52409
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07927
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49144
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07922
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79164
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64779
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89846
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211988
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472393
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754599
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063934
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404476
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781106
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199791
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667881
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886309
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4938
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99272
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49447
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04664
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35589
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83576
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52066
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28571
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87946
ª(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21195
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470139
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752093
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061182
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401439
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77774
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196037
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66367
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864988
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4697
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96655
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46576
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92488
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22486
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60221
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26125
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99588
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15017
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209812
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467805
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749543
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058381
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398345
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774311
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192216
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659385
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843776
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44571
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94119
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43799
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80457
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09817
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4092
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01274
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71889
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17804
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207634
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465434
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746947
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055528
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3952
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770821
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188326
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655023
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822629
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42184
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91666
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41106
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68817
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97564
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28003
º(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77459
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45395
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90427
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36301
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20542
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46302
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744306
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052625
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391998
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76727
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184368
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650586
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801603
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39809
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89289
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30916
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57553
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85711
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15517
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54612
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20032
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64283
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05171
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203167
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460565
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741619
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049675
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388742
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763662
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180345
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646075
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780661
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37448
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86994
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20535
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4665
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74247
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03445
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34378
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95734
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39299
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78643
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20652
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200879
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45807
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738889
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046678
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385435
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759996
(341.78, 7.16, 370.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17626
