¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118013
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.69955
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.68642
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.67539
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.20932
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26167
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25666
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25384
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.37012
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729573
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926175
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138016
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379055
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676458
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963704
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268026
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601694
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969107
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375562
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827501
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243532
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894106
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79534
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.81505
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.78893
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.76503
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.74332
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.72378
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.7064
ä(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.69116
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.67804
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.66703
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26006
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25286
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24785
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24504
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.3791
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736559
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933687
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146101
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404199
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704132
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003775
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31188
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649832
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022213
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434441
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878784
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272945
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84713
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73928
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.80868
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.78257
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.75868
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.73699
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.71747
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.70011
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.68488
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.67177
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.74408
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25345
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24625
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24125
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.23871
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.51997
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743702
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941356
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154386
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429508
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732015
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044482
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356407
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698791
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076273
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49439
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906437
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303185
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800407
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68362
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7443
ê(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.77833
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.75445
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.73277
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.71326
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.6959
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.68068
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.70522
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25844
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24903
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24184
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.23684
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25304
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750986
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949216
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177455
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455037
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760096
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085817
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401694
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748584
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131271
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555457
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934826
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334269
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773082
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62833
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67738
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87375
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.75233
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.73065
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.71114
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.69379
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.28167
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26783
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25622
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24682
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.23962
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.23462
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26974
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758425
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957199
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200863
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480716
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788381
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127837
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447683
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799221
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187231
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596531
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964003
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366201
ß(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808199
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57345
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61102
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87148
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.52104
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.33667
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.31606
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.29772
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.28164
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26781
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25619
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24679
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.2396
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.2346
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.33754
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766009
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966831
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224425
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506557
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816874
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159758
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494464
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850711
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244208
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623972
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993953
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399004
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844269
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51898
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5452
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79607
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.35591
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.33886
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.31825
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.29991
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.28383
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26998
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.25836
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24896
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.24177
(414.91, 14.55, 246.14) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 11.26495
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773758
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988506
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248133
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532587
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845592
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191547
(414.91, 14.55, 246.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541968
