°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∂(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.258023
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.377935
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.338143
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.324092
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.311517
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.300406
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.290748
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.149513
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.142857
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.137605
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.133749
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.131287
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.130217
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.130536
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899257
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121536
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272979
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276721
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462228
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754161
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075165
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429725
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823298
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259241
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747005
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297904
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.581391
ô (422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.471555
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.452249
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.434488
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.394113
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.379941
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.367256
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.356046
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.3463
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.203975
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.197256
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.191949
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.18805
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.185556
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.184464
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.184772
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.774136
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.758156
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.743038
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.728766
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.715324
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.702696
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.690872
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.679839
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.669583
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.660098
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.651369
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.643392
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.636158
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.53079
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.511312
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.493391
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.45241
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.43811
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.42531
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.413997
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.40416
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.260702
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.253914
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.248551
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.244608
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.24208
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.240965
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.241261
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.501778
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.486769
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.472561
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.45914
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.446493
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.434604
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.423463
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.413058
° (422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.403375
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.394408
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.386147
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.378583
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.519362
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.592471
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.572813
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.554725
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.513113
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.498682
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.485763
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.474342
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.464409
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.319767
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.31291
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.307488
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.303498
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.300935
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.299795
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.300079
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.266667
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.252518
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.239119
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.226456
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.214516
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.203287
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.192756
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.182913
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.173748
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.165249
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.157411
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.309359
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.522696
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.656681
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.636836
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.618574
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.576307
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.561738
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.548693
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.53716
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.527129
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.381256
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.374325
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.368842
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.364802
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.362202
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.361037
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.361309
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.061691
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.048308
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.035632
ü (422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.023647
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.012342
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.001704
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.991721
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.982385
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.973685
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.965611
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.123645
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.312388
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.526138
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.723633
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.703471
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.685028
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.668164
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.627366
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.614191
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.602541
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.592405
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.445251
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.438243
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.432696
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.428606
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.425965
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.424774
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.425031
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.881446
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.868752
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.856723
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.845348
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.834613
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.824506
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.81502
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.806142
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.807807
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.958269
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.126413
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.31551
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.529686
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.795587
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.772811
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.754178
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.737139
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.695658
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.682346
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.670575
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.66033
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.511842
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.504754
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.49914
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.494996
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.492315
ü (422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.491097
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.491338
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.721736
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.709661
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.698217
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.687392
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.677171
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.667547
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.658508
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.674468
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.810092
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.960814
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.129266
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.318727
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.533342
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.878304
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.84496
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.826131
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.808909
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.766716
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.753263
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.741364
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.731006
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.581129
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.573958
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.568274
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.564073
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.561349
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.560102
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.560328
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.579267
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.567754
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.556839
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.546511
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.53676
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.527572
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.553732
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.67659
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.812443
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.963433
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.132199
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.322037
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.537103
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.98921
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.920031
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.900993
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.883583
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.840647
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.827046
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.815014
(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.804538
