¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413404
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788554
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22434
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683374
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99342
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328298
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729777
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23374
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.63679
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59569
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.56374
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54137
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52936
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52895
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53157
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.39749
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4171
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45942
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4919
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50701
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54756
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.55841
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.57134
ê(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925422
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168808
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434352
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724693
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033788
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382645
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77145
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205198
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662032
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970467
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303553
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743608
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2491
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.56217
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52147
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48989
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46667
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45886
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45692
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45931
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.32451
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35187
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38112
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46608
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47073
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47742
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48617
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49699
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913563
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15591
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420242
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709223
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018327
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367327
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754394
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186128
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641432
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948286
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30042
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758034
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2651
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50096
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46143
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43134
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41041
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39936
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39793
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40022
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.25465
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39242
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31795
ê(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39983
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4044
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41097
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41948
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43003
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901754
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143019
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406168
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693853
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00452
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352002
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737387
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167072
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621579
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926961
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314044
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773077
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28177
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4441
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41147
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38124
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3625
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35137
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34586
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42018
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.18781
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32652
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36228
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35728
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35429
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48743
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.51888
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5606
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889966
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130176
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392163
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678526
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990713
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336763
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720425
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148091
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602468
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910761
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328193
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788706
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29912
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.64386
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36552
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33862
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31996
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30581
å(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40601
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.21723
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2286
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46338
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30312
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29814
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29518
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.836
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.87467
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.92133
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878216
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117364
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378184
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662454
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976933
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321504
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703467
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129178
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584117
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924095
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342884
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804904
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31711
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16468
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75889
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48866
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17545
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.1695
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2484
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36961
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4958
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.05272
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24662
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24167
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23872
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50346
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50454
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50766
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866475
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104612
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364208
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644399
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957145
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302334
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685197
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110321
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566453
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937956
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358098
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821738
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33583
ç(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05917
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64165
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29147
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.51048
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53889
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59843
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97852
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00466
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99456
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.1927
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19889
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20987
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.65844
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.67411
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.69192
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854741
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091882
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350279
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626678
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93726
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280376
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660753
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084764
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552355
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946689
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373899
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839158
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35517
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95647
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52763
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16418
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.97333
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.956784
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.942229
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.929649
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.95956
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93912
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58906
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59896
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.61094
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.99566
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.99688
(396.74, 14.12, 247.06) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.00045
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843091
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079175
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33604
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609014
(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917464
