¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.197255
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07473
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25241
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45966
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68353
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91936
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18494
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57125
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98759
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43755
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92521
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2927
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8773
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8831
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.06529
(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.390501
(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.368303
(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.347327
(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.327548
(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.308947
(419.84, 13.89, 324.03) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.291502
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57287
ß(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727536
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889177
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05832
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23537
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42975
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65222
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88659
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15646
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54071
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95474
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40215
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88692
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30752
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79168
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79735
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.790735
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.021159
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.271953
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.545879
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.846221
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.176914
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.542722
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71357
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874739
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04333
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21979
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40465
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62257
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85554
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12944
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51173
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92362
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36857
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85063
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29191
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72099
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72655
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72555
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.73881
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75595
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77697
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.67163
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.891864
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.131135
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.391962
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.677325
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.990785
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.336628
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700951
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861627
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02972
ä(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20564
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38996
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59453
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82619
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10391
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48433
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89419
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33688
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81634
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27642
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64432
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64976
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64868
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6618
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.67878
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.91079
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.557349
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.768029
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.99653
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.245147
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.516597
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.814105
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.153049
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.571405
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849822
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01747
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19294
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37673
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56935
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79849
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07979
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45853
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86642
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30695
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78403
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26105
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57202
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57736
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.5762
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58919
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60602
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.62671
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.510441
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.749942
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.012434
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.301325
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.620735
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.975687
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.372376
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679446
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839341
Ø(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00661
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18165
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.365
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55717
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77242
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05714
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43424
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84036
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27885
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75366
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24581
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50401
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50926
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50803
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52089
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.53758
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55812
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.63614
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.887639
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.163892
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.468667
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.841849
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.39278
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413063
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590063
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775712
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970727
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17175
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35471
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54646
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74798
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03591
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41148
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81592
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25255
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72523
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23067
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44024
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44539
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44409
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45684
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4734
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.78929
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.859635
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.257824
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.715485
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.246894
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552673
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043328
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323504
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496731
Ç(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678486
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869272
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06971
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28054
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50244
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73629
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01612
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39028
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79313
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22797
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69871
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2157
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.38062
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.38569
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.38432
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39696
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41341
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43368
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.58263
(419.84, 13.89, 324.03) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.094094
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679266
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817909
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259026
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754637
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1339
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406413
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584336
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771042
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967156
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17334
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39033
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61887
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97777
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36622
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77193
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20516
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67409
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20303
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.3251
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33009
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32867
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.34121
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.35755
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.37769
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450285
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549132
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652175
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759608
(419.84, 13.89, 324.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984537
