¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456582
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44019
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66974
­(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388794
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589315
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81315
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001713
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025545
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393503
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836886
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343754
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923318
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591418
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36984
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28817
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35176
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.804
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56486
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60078
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61473
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382472
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582562
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810407
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006264
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02833
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389032
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831845
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333705
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.911786
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.578052
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35417
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26955
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3271
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78842
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55093
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6856
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56225
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375937
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576076
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807408
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012172
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032149
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384357
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826572
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32685
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89995
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.564335
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3381
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25046
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34208
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77214
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53384
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66418
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51217
¦(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36826
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568145
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802164
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019444
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037011
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379477
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82107
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320598
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890144
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550278
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32162
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2309
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31848
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75505
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51498
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58906
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44695
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360806
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560179
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79848
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028085
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042912
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374394
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815337
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314089
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882685
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.536758
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30476
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21087
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29433
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73722
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49442
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51639
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36724
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3536
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554113
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794638
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038104
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049858
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36911
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80938
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307321
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.874933
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527797
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28751
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1904
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26965
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71868
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4721
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44621
(353.71, 7.06, 356.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29036
