¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69163
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.82324
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.80963
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.80029
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054314
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281369
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527452
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794981
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086822
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335554
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586877
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843425
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119611
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417673
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740196
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090221
¤(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471437
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05011
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7991
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49607
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97884
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59564
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54563
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01956
(325.81, 6.88, 332.59) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 21.60924
(325.81, 6.88, 332.59) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 21.5757
(325.81, 6.88, 332.59) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 21.54646
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.51717
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.49558
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.47823
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.46508
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.45613
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048401
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27499
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520543
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787437
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071254
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303822
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553652
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814148
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088116
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383683
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703475
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050386
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42806
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09934
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7834
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48669
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96724
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54881
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48706
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94425
(325.81, 6.88, 332.59) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 21.30692
(325.81, 6.88, 332.59) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 21.27405
(325.81, 6.88, 332.59) (317.06, 0.43, 302.28) (1.40, 1.43, 1.36) Tools 21.24542
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.18589
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.17825
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.17726
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.18039
(325.81, 6.88, 332.59) (317.06, 1.79, 302.28) (1.47, 1.43, 1.43) Tools 21.18765
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042583
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268689
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513681
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779992
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042288
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272768
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52032
ª(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785591
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057439
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350613
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667696
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011646
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385939
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14878
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76531
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47732
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94334
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50273
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42955
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87034
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 21.02797
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.99572
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.96765
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.94373
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.92394
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.90827
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.89668
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.88918
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036838
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262466
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506942
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772662
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013919
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242398
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487764
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751881
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027562
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318442
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632924
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97394
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344902
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19843
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74495
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45437
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90625
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45742
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37299
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.78549
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.74969
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.71805
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.69053
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.6671
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.64776
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.63246
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.62121
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.61398
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031163
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256316
¥(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500263
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765403
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986209
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212734
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455881
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717617
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998489
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287134
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599118
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937305
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358743
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24827
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72232
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36661
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86976
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4129
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31737
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.5178
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.48263
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.45156
(325.81, 6.88, 332.59) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 20.42457
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.40162
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.38269
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.36776
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.35682
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.34985
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025532
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250274
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493701
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749365
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959085
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18368
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424758
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684141
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963918
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256672
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566236
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901687
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400351
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29831
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69746
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27915
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83387
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36913
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26279
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.27123
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.23665
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.20612
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.17961
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.31047
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.30637
 (325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.30624
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.31007
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.31786
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020024
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244297
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487229
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724558
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932572
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155322
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394377
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651459
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928697
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227078
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534264
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8671
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442069
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34853
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64143
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19191
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79859
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32608
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2092
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 20.02436
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.99035
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.96034
(325.81, 6.88, 332.59) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 19.93431
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.6373
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.63317
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.63307
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.63699
(325.81, 6.88, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.64493
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014576
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238423
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480827
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700288
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906694
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127624
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364683
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619533
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894323
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191303
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503265
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833509
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483891
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39891
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57379
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18316
(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76392
