¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78109
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.06235
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.0471
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03028
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01778
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00958
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101714
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333917
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585798
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859953
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159326
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487599
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849012
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248783
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693267
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206594
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802546
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49951
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30563
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36549
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56106
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40624
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04721
Ä(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75108
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48339
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31225
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2326
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.87736
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.86228
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84566
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.83331
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.82523
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096211
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327931
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579294
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852856
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151597
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479104
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839643
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238418
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681662
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184195
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779149
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47266
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27436
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34358
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60054
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35785
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99435
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68122
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37862
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12479
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02462
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69964
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68474
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.6683
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.6561
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64813
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.63346
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090768
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322011
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572896
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845854
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143946
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470688
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830392
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228125
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670231
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164409
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75589
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44591
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24329
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32118
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64015
Å(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31136
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93315
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60836
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29158
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9806
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82386
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53481
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.51432
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.49805
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.47457
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46671
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46305
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46357
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085362
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316188
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566549
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838972
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136399
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462401
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821227
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217976
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658902
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151735
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732721
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41928
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21239
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29827
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67987
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2577
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86891
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53804
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20774
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88941
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63449
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.37089
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.35059
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.3345
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.31123
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.30348
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.29988
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080025
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3104
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560251
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832131
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128935
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454197
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812179
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207959
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647726
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139233
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709681
È(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3928
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18162
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27486
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62012
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20079
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80691
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47025
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12696
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80158
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53866
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.21355
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.19345
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.17751
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.15445
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.1468
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.14327
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074757
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304676
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554081
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825364
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121525
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446087
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803254
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198052
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636721
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126878
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697067
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.16042
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15104
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25097
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52376
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13507
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74717
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40496
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04921
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71711
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45465
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.06259
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.04267
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.02688
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.00403
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.99648
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.99302
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.06233
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06954
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299078
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547928
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818682
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114247
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438093
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79441
Ò(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188265
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625841
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114679
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685283
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.01653
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12064
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22656
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43007
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03257
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68964
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34207
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9744
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6414
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.19818
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.04104
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89807
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.88243
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.85978
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.85231
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84891
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84957
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0644
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293495
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541906
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812093
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107042
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430197
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785696
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178617
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615096
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103564
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673635
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 9.877881
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.1104
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15275
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33903
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93298
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58524
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2816
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90587
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.21626
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.03099
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 9.99871
(383.09, 13.68, 258.61) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 10.15545
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74397
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.7215
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.71412
(383.09, 13.68, 258.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.71078
