¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34639
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12766
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69835
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72695
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78079
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008949
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257129
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528017
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286159
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633267
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031744
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475876
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96838
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496977
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09387
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8124
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47463
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40659
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5151
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09931
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56751
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06593
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56327
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22554
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21978
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80017
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.915
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778866
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006859
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254852
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525529
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283998
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6308
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029031
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472822
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965093
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493277
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08964
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80733
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51934
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41804
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53472
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24987
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73767
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2105
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54464
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76945
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32143
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93918
Œ(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776956
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004787
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252593
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523059
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819372
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628339
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026273
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469772
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961866
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489635
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08556
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80225
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56508
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42987
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5539
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42594
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87785
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36007
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82446
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86952
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42793
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.139
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775062
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002729
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250352
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520609
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816677
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625858
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023512
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46668
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958698
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486048
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08149
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79711
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62572
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44207
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57265
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56365
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02277
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51485
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11552
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97569
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53949
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34607
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773183
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000688
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248129
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518178
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814036
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623316
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020704
’(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463542
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955607
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482582
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07757
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79191
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62432
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45465
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59096
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7042
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17264
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4507
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99492
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06544
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65614
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56069
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771317
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998664
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245924
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515767
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811415
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137086
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017911
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460401
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950247
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479166
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07368
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7867
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61298
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46758
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60881
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8495
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32767
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73324
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9928
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07173
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77801
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66988
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769469
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996656
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243737
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513317
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808815
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13422
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015086
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45723
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943624
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475817
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06988
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78143
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60171
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48093
‰(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62622
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96991
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48799
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02713
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99226
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08154
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90523
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77151
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767636
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994666
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241569
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51077
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806235
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131377
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490674
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454067
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93704
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472559
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0662
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77617
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5905
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4946
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63071
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95113
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65388
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33295
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99395
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09485
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01238
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87815
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765819
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992693
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23942
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508335
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80368
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128557
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487553
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45085
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93049
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469381
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06259
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7708
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57933
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50867
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61522
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93244
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20604
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56566
