¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239583
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739934
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185565
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570683
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02379
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54474
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97157
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25826
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56265
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92678
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26649
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44069
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62242
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81208
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01281
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2673
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53467
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12448
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76234
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334596
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52567
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732098
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955755
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198873
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905026
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212978
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551242
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92441
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309065
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72363
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129931
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514041
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921601
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43147
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88739
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16947
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46888
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78707
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17181
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34325
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52201
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71357
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95384
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20601
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47091
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06856
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70127
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329789
Ÿ(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520487
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726496
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949679
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19225
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896502
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203637
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54098
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913071
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294678
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702706
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075665
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459036
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822266
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32149
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80603
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08366
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37825
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69126
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05759
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24948
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43248
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6597
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89786
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14783
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41034
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00359
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6438
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325085
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515414
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721012
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943733
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608099
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888183
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194523
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530947
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901979
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280723
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654123
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022695
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405599
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749307
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2146
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72737
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0008
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29081
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59883
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92651
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16812
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38318
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60855
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84477
¢(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09264
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3529
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93124
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5899
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320483
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.510453
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71565
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937919
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600598
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880004
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185595
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521123
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891129
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267168
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606657
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970976
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353697
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693413
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11075
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64216
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92073
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20636
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50958
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83208
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12306
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33651
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56011
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79445
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04035
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29853
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86246
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53941
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315983
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505604
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710405
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337439
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593294
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872038
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17686
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511502
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880527
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229651
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56035
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920509
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303346
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639182
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00986
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5302
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84344
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12482
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42347
¬(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75282
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06224
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29238
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5143
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74695
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99101
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24721
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79714
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49237
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.311588
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500866
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705284
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330873
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586127
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864233
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168322
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502131
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870139
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187976
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515128
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871295
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254462
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586574
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945476
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42151
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76884
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04614
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34045
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67848
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99721
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24522
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47117
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70218
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94447
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19879
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73523
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42885
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307296
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49624
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089855
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324439
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579148
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856607
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159977
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492951
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857557
(377.80, 14.22, 300.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147313
