¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.847062
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.9792
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.96989
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.96293
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.9583
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.95601
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.95605
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500094
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759044
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040914
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348813
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686448
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026065
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368835
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001934
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358693
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792046
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44817
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30457
é(428.26, 14.90, 248.52) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.63033
(428.26, 14.90, 248.52) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.77624
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.06602
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.08679
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.25181
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.42385
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.98608
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.97207
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.96043
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.95114
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.00901
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.20881
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.41783
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.63665
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504087
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763388
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04565
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353993
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692142
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032831
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3901
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709429
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041313
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401397
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854165
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50971
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37074
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 13.05337
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.96966
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 13.04154
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508102
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767745
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050416
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35919
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697847
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039799
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397724
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746665
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081592
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445099
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917164
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58161
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43751
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.94826
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.91426
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.88313
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.85483
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.82934
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.80662
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.95561
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512108
Ó(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772114
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055161
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364404
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703575
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046947
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40556
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784742
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122809
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489841
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981071
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6546
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50484
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.88182
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.84799
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.81702
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.78887
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.7635
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.74091
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.94392
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516137
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776488
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059927
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369618
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709319
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0543
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413602
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80827
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164944
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535598
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04586
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72869
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57276
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.81869
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.78503
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.75421
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.72619
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.70096
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.67848
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.93458
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520176
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780864
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064703
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374869
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715077
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061855
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421892
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817366
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208036
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582428
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11158
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80388
æ(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64128
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.75881
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.7253
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.69462
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.66674
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.64163
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.61925
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.92758
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524203
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785254
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069487
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38009
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720813
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069604
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43036
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826693
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252105
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630306
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17819
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88021
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71035
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.70211
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.66875
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.63821
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.61045
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.58545
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.56318
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.92292
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 13.02459
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528233
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789639
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074279
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385345
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726588
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077533
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439062
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836267
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274607
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679278
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24574
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95764
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80036
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.64853
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.61531
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.5849
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.55726
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.53236
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.51019
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.92058
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.9752
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532284
ô(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794043
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079077
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390598
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73235
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085669
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447981
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846076
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285448
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.471322
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.441363
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.413423
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.609052
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 10.1286
(428.26, 14.90, 248.52) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.70976
(428.26, 14.90, 248.52) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.36402
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.10427
(428.26, 14.90, 248.52) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.95239
(428.26, 14.90, 248.52) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.46023
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.92057
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.90664
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.89507
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.88584
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.87893
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.87434
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.87208
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.87212
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536327
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798432
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083875
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395856
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738133
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093975
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457094
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8561
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296555
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.473161
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.443196
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.41525
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.389296
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.365302
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.343248
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.323111
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.304872
(428.26, 14.90, 248.52) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.348355
(428.26, 14.90, 248.52) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.58754
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.92288
(428.26, 14.90, 248.52) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.90895
(428.26, 14.90, 248.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540372
