¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751698
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51149
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39883
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17722
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64682
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24864
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.80734
(380.55, 14.03, 263.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.02531
(380.55, 14.03, 263.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.7022
(380.55, 14.03, 263.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.68892
(380.55, 14.03, 263.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.67833
(380.55, 14.03, 263.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.77516
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37685
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37262
Â(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37197
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.3749
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991037
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223232
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475466
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750398
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051109
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403999
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809399
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168292
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563524
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000782
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404347
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810287
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47253
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42576
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45156
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25614
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62177
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2496
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.04241
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.491
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46867
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.44999
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.43493
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.42349
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41565
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.4114
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41075
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41368
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990574
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222731
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474933
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749787
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050469
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400751
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825509
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202234
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600975
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042296
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444771
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854403
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40153
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34109
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46993
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33614
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71934
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.08955
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.03788
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.56829
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.9867
Ë(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990136
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22227
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474406
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749244
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049862
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397358
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821715
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236666
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638976
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084454
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486193
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89963
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35287
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25744
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36867
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41726
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.83073
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.79325
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.76916
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.74784
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.72925
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.71338
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.70021
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.68974
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.68195
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.67683
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.67438
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.6746
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989749
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221846
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473958
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748735
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049303
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393837
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817739
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271619
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677572
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127269
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528646
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946017
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40374
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17487
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26882
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.89242
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.53834
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54886
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.52716
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.50815
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49182
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.47816
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46715
Æ(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45877
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45303
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.44992
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.44942
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45155
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989375
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221439
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47352
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748254
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048777
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390147
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813601
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290262
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716761
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170789
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572126
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99353
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45588
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09331
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.08084
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.28085
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.53606
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.58844
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.56667
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.5476
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.53122
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.51751
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.50646
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49806
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4923
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.48917
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.48867
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4908
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990098
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221073
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473131
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747827
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048317
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38632
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80931
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285407
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756508
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214958
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616651
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04222
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50932
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02426
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.34424
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.27914
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.53399
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.07777
»(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.02283
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.54843
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.95926
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992265
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220752
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472753
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747435
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047881
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382349
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804856
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280378
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796869
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259808
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662233
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09207
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56408
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.72085
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.23796
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.27759
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.5321
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.07543
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.01984
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.54448
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.95381
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.7276
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994503
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221895
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472446
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747079
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047488
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378238
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800244
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27517
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813512
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30535
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7089
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14314
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.16876
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.36152
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.2368
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.2762
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.53041
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.07332
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.01715
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87541
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.69838
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54562
(380.55, 14.03, 263.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52819
