¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400437
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.704511
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.682202
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.09167
(403.96, 14.27, 246.74) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 13.35325
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.43782
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.28083
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.25973
(403.96, 14.27, 246.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.46071
(403.96, 14.27, 246.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.44273
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13503
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182851
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427186
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693001
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98317
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301111
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650978
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037686
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466123
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928138
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445421
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02845
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.87127
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.770739
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.746321
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.723913
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.13439
(403.96, 14.27, 246.74) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 13.82976
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.76919
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.58418
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.56233
(403.96, 14.27, 246.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.7451
(403.96, 14.27, 246.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 13.7266
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18099
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191124
Ú(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436195
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7028
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993894
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312902
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663953
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052057
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483324
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95029
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47031
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05655
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.917921
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.81494
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.790408
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.7679
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.17938
(403.96, 14.27, 246.74) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 12.12054
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.12301
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.9067
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 11.88403
(403.96, 14.27, 246.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.04457
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02678
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23047
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199444
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445217
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712661
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004651
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324706
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676981
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0665
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499433
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972591
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495398
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08494
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.967118
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.861476
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.836826
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.814207
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.22667
(403.96, 14.27, 246.74) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 12.67513
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.50151
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.25016
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.22662
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.27325
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9639
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28356
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207787
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454282
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722532
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015449
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336583
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690067
Ş(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081017
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515618
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995141
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520691
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11333
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.01892
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.910397
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.885623
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.862889
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.27633
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.38022
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.3605
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.39767
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.52249
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.5491
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01249
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32038
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216181
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46339
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732449
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02632
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348514
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703249
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095625
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531861
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017862
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546207
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14159
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.0734
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.961759
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.936853
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.914001
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.3284
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.30746
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.28787
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.65663
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.85009
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.95248
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06482
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1196
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224578
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472522
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742406
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037214
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360499
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716472
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110261
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548199
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037983
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571959
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17019
ë(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.13062
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.01562
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.990578
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 9.967599
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.38295
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.50021
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.25827
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.23369
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.30613
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.49515
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12084
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75754
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233003
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481701
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752388
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048158
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372485
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729709
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124971
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564605
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056367
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597926
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1991
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.19064
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.07204
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.04686
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.02375
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.44002
(403.96, 14.27, 246.74) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 13.03984
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.63601
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.61032
(403.96, 14.27, 246.74) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 11.587
(403.96, 14.27, 246.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.82489
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18068
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32388
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241458
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490886
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762453
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059128
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384565
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743027
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139752
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581086
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074866
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624091
(403.96, 14.27, 246.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22837
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.25355
(403.96, 14.27, 246.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 10.13109
